Date,Mall,Equipment_ID,Vibration_mm_s,Temperature_C,Failure_Occurred
2023-12-11,Mall_2,Mall_2_Escalator_B,0.99,33.76,0
2023-12-12,Mall_2,Mall_2_Escalator_B,1.61,36.53,0
2023-12-13,Mall_2,Mall_2_Escalator_B,1.4,33.95,0
2023-12-14,Mall_2,Mall_2_Escalator_B,1.59,33.68,0
2023-12-15,Mall_2,Mall_2_Escalator_B,1.96,36.88,0
2023-12-16,Mall_2,Mall_2_Escalator_B,1.51,36.85,0
2023-12-17,Mall_2,Mall_2_Escalator_B,1.49,36.47,0
2023-12-18,Mall_2,Mall_2_Escalator_B,1.85,36.29,0
2023-12-19,Mall_2,Mall_2_Escalator_B,1.48,35.57,0
2023-12-20,Mall_2,Mall_2_Escalator_B,1.74,36.32,0
2023-12-21,Mall_2,Mall_2_Escalator_B,1.42,34.53,0
2023-12-22,Mall_2,Mall_2_Escalator_B,1.34,36.25,0
2023-12-23,Mall_2,Mall_2_Escalator_B,1.17,36.65,0
2023-12-24,Mall_2,Mall_2_Escalator_B,1.44,34.22,0
2023-12-25,Mall_2,Mall_2_Escalator_B,1.44,33.73,0
2023-12-26,Mall_2,Mall_2_Escalator_B,1.5,34.52,0
2023-12-27,Mall_2,Mall_2_Escalator_B,2.07,35.11,0
2023-12-28,Mall_2,Mall_2_Escalator_B,1.97,33.81,0
2023-12-29,Mall_2,Mall_2_Escalator_B,2.19,33.72,0
2023-12-30,Mall_2,Mall_2_Escalator_B,1.72,36.67,0
2023-12-31,Mall_2,Mall_2_Escalator_B,1.66,36.34,0
2024-01-01,Mall_2,Mall_2_Escalator_B,2.16,36.12,0
2024-01-02,Mall_2,Mall_2_Escalator_B,1.86,35.45,0
2024-01-03,Mall_2,Mall_2_Escalator_B,2.41,35.61,0
2024-01-04,Mall_2,Mall_2_Escalator_B,1.82,37.62,0
2024-01-05,Mall_2,Mall_2_Escalator_B,1.74,36.39,0
2024-01-06,Mall_2,Mall_2_Escalator_B,2.4,37.93,0
2024-01-07,Mall_2,Mall_2_Escalator_B,2.18,35.82,0
2024-01-08,Mall_2,Mall_2_Escalator_B,2.4,34.63,0
2024-01-09,Mall_2,Mall_2_Escalator_B,2.08,36.35,0
2024-01-10,Mall_2,Mall_2_Escalator_B,2.5,35.84,0
2024-01-11,Mall_2,Mall_2_Escalator_B,2.21,35.43,0
2024-01-12,Mall_2,Mall_2_Escalator_B,1.98,34.46,0
2024-01-13,Mall_2,Mall_2_Escalator_B,1.88,38.04,0
2024-01-14,Mall_2,Mall_2_Escalator_B,2.41,36.81,0
2024-01-15,Mall_2,Mall_2_Escalator_B,2.49,36.07,0
2024-01-16,Mall_2,Mall_2_Escalator_B,2.3,37.68,0
2024-01-17,Mall_2,Mall_2_Escalator_B,2.62,35.37,0
2024-01-18,Mall_2,Mall_2_Escalator_B,2.09,35.9,0
2024-01-19,Mall_2,Mall_2_Escalator_B,2.45,35.55,0
2024-01-20,Mall_2,Mall_2_Escalator_B,2.8,34.99,0
2024-01-21,Mall_2,Mall_2_Escalator_B,1.94,37.4,0
2024-01-22,Mall_2,Mall_2_Escalator_B,2.01,35.51,0
2024-01-23,Mall_2,Mall_2_Escalator_B,2.42,36.55,0
2024-01-24,Mall_2,Mall_2_Escalator_B,2.51,38.18,0
2024-01-25,Mall_2,Mall_2_Escalator_B,2.47,38.75,0
2024-01-26,Mall_2,Mall_2_Escalator_B,2.86,36.13,0
2024-01-27,Mall_2,Mall_2_Escalator_B,2.42,35.78,0
2024-01-28,Mall_2,Mall_2_Escalator_B,2.33,38.39,0
2024-01-29,Mall_2,Mall_2_Escalator_B,2.03,38.25,0
2024-01-30,Mall_2,Mall_2_Escalator_B,2.89,35.33,0
2024-01-31,Mall_2,Mall_2_Escalator_B,2.82,38.11,0
2024-02-01,Mall_2,Mall_2_Escalator_B,3.01,36.46,0
2024-02-02,Mall_2,Mall_2_Escalator_B,3.12,36.41,0
2024-02-03,Mall_2,Mall_2_Escalator_B,2.45,37.88,0
2024-02-04,Mall_2,Mall_2_Escalator_B,3.02,36.69,0
2024-02-05,Mall_2,Mall_2_Escalator_B,3.19,38.81,0
2024-02-06,Mall_2,Mall_2_Escalator_B,3.18,36.35,0
2024-02-07,Mall_2,Mall_2_Escalator_B,2.91,36.09,0
2024-02-08,Mall_2,Mall_2_Escalator_B,2.75,38.86,0
2024-02-09,Mall_2,Mall_2_Escalator_B,2.8,36.27,0
2024-02-10,Mall_2,Mall_2_Escalator_B,3.12,39.49,0
2024-02-11,Mall_2,Mall_2_Escalator_B,3.32,39.46,0
2024-02-12,Mall_2,Mall_2_Escalator_B,3.31,37.6,0
2024-02-13,Mall_2,Mall_2_Escalator_B,2.94,36.48,0
2024-02-14,Mall_2,Mall_2_Escalator_B,3.28,39.97,0
2024-02-15,Mall_2,Mall_2_Escalator_B,3.23,37.28,0
2024-02-16,Mall_2,Mall_2_Escalator_B,2.84,36.17,0
2024-02-17,Mall_2,Mall_2_Escalator_B,3.23,39.59,0
2024-02-18,Mall_2,Mall_2_Escalator_B,2.69,36.97,0
2024-02-19,Mall_2,Mall_2_Escalator_B,3.34,39.1,0
2024-02-20,Mall_2,Mall_2_Escalator_B,3.14,37.9,0
2024-02-21,Mall_2,Mall_2_Escalator_B,2.9,39.42,0
2024-02-22,Mall_2,Mall_2_Escalator_B,3.17,39.37,0
2024-02-23,Mall_2,Mall_2_Escalator_B,3.65,39.42,0
2024-02-24,Mall_2,Mall_2_Escalator_B,3.76,36.71,0
2024-02-25,Mall_2,Mall_2_Escalator_B,3.79,38.99,0
2024-02-26,Mall_2,Mall_2_Escalator_B,3.52,39.88,0
2024-02-27,Mall_2,Mall_2_Escalator_B,3.76,37.28,0
2024-02-28,Mall_2,Mall_2_Escalator_B,3.6,37.19,0
2024-02-29,Mall_2,Mall_2_Escalator_B,3.25,38.99,0
2024-03-01,Mall_2,Mall_2_Escalator_B,3.74,37.29,0
2024-03-02,Mall_2,Mall_2_Escalator_B,4.07,37.0,0
2024-03-03,Mall_2,Mall_2_Escalator_B,3.97,37.9,0
2024-03-04,Mall_2,Mall_2_Escalator_B,3.15,37.4,0
2024-03-05,Mall_2,Mall_2_Escalator_B,3.78,38.51,0
2024-03-06,Mall_2,Mall_2_Escalator_B,3.19,39.29,0
2024-03-07,Mall_2,Mall_2_Escalator_B,3.55,40.51,0
2024-03-08,Mall_2,Mall_2_Escalator_B,3.25,40.43,0
2024-03-09,Mall_2,Mall_2_Escalator_B,3.94,38.59,0
2024-03-10,Mall_2,Mall_2_Escalator_B,4.16,37.75,0
2024-03-11,Mall_2,Mall_2_Escalator_B,3.91,38.02,0
2024-03-12,Mall_2,Mall_2_Escalator_B,3.5,37.91,0
2024-03-13,Mall_2,Mall_2_Escalator_B,3.6,38.26,0
2024-03-14,Mall_2,Mall_2_Escalator_B,4.18,39.71,0
2024-03-15,Mall_2,Mall_2_Escalator_B,3.87,38.77,0
2024-03-16,Mall_2,Mall_2_Escalator_B,3.53,38.07,0
2024-03-17,Mall_2,Mall_2_Escalator_B,3.59,39.09,0
2024-03-18,Mall_2,Mall_2_Escalator_B,3.8,39.37,0
2024-03-19,Mall_2,Mall_2_Escalator_B,4.23,41.38,0
2024-03-20,Mall_2,Mall_2_Escalator_B,3.73,40.56,0
2024-03-21,Mall_2,Mall_2_Escalator_B,3.78,40.32,0
2024-03-22,Mall_2,Mall_2_Escalator_B,4.52,40.16,0
2024-03-23,Mall_2,Mall_2_Escalator_B,4.08,38.91,0
2024-03-24,Mall_2,Mall_2_Escalator_B,3.91,40.86,0
2024-03-25,Mall_2,Mall_2_Escalator_B,4.06,40.26,0
2024-03-26,Mall_2,Mall_2_Escalator_B,4.64,40.82,0
2024-03-27,Mall_2,Mall_2_Escalator_B,4.22,41.82,0
2024-03-28,Mall_2,Mall_2_Escalator_B,4.42,39.66,0
2024-03-29,Mall_2,Mall_2_Escalator_B,4.16,41.77,0
2024-03-30,Mall_2,Mall_2_Escalator_B,4.44,39.09,0
2024-03-31,Mall_2,Mall_2_Escalator_B,3.9,42.12,0
2024-04-01,Mall_2,Mall_2_Escalator_B,4.62,39.76,0
2024-04-02,Mall_2,Mall_2_Escalator_B,4.17,39.58,0
2024-04-03,Mall_2,Mall_2_Escalator_B,4.43,42.15,0
2024-04-04,Mall_2,Mall_2_Escalator_B,4.32,38.86,0
2024-04-05,Mall_2,Mall_2_Escalator_B,4.55,40.11,0
2024-04-06,Mall_2,Mall_2_Escalator_B,4.02,38.84,0
2024-04-07,Mall_2,Mall_2_Escalator_B,4.36,42.06,0
2024-04-08,Mall_2,Mall_2_Escalator_B,4.11,40.01,0
2024-04-09,Mall_2,Mall_2_Escalator_B,4.53,40.11,0
2024-04-10,Mall_2,Mall_2_Escalator_B,4.1,40.03,0
2024-04-11,Mall_2,Mall_2_Escalator_B,5.01,40.45,0
2024-04-12,Mall_2,Mall_2_Escalator_B,4.53,40.88,0
2024-04-13,Mall_2,Mall_2_Escalator_B,4.19,42.44,0
2024-04-14,Mall_2,Mall_2_Escalator_B,4.5,40.85,0
2024-04-15,Mall_2,Mall_2_Escalator_B,4.4,42.48,0
2024-04-16,Mall_2,Mall_2_Escalator_B,5.2,41.21,0
2024-04-17,Mall_2,Mall_2_Escalator_B,5.23,43.02,0
2024-04-18,Mall_2,Mall_2_Escalator_B,4.45,40.18,0
2024-04-19,Mall_2,Mall_2_Escalator_B,5.22,39.54,0
2024-04-20,Mall_2,Mall_2_Escalator_B,5.03,41.24,0
2024-04-21,Mall_2,Mall_2_Escalator_B,4.67,41.03,0
2024-04-22,Mall_2,Mall_2_Escalator_B,5.31,40.95,0
2024-04-23,Mall_2,Mall_2_Escalator_B,5.28,41.15,0
2024-04-24,Mall_2,Mall_2_Escalator_B,5.0,40.98,0
2024-04-25,Mall_2,Mall_2_Escalator_B,5.27,42.03,0
2024-04-26,Mall_2,Mall_2_Escalator_B,5.03,41.61,0
2024-04-27,Mall_2,Mall_2_Escalator_B,5.22,42.21,0
2024-04-28,Mall_2,Mall_2_Escalator_B,5.23,43.38,0
2024-04-29,Mall_2,Mall_2_Escalator_B,4.56,43.57,0
2024-04-30,Mall_2,Mall_2_Escalator_B,4.83,41.21,0
2024-05-01,Mall_2,Mall_2_Escalator_B,5.22,42.38,0
2024-05-02,Mall_2,Mall_2_Escalator_B,5.22,41.02,0
2024-05-03,Mall_2,Mall_2_Escalator_B,5.34,42.25,0
2024-05-04,Mall_2,Mall_2_Escalator_B,4.75,42.6,0
2024-05-05,Mall_2,Mall_2_Escalator_B,5.68,43.54,0
2024-05-06,Mall_2,Mall_2_Escalator_B,5.3,41.77,0
2024-05-07,Mall_2,Mall_2_Escalator_B,4.82,42.72,0
2024-05-08,Mall_2,Mall_2_Escalator_B,5.2,43.01,0
2024-05-09,Mall_2,Mall_2_Escalator_B,5.76,41.72,0
2024-05-10,Mall_2,Mall_2_Escalator_B,5.12,41.96,0
2024-05-11,Mall_2,Mall_2_Escalator_B,5.46,41.26,0
2024-05-12,Mall_2,Mall_2_Escalator_B,5.17,43.59,0
2024-05-13,Mall_2,Mall_2_Escalator_B,5.67,40.82,0
2024-05-14,Mall_2,Mall_2_Escalator_B,5.9,42.67,0
2024-05-15,Mall_2,Mall_2_Escalator_B,5.53,42.98,0
2024-05-16,Mall_2,Mall_2_Escalator_B,5.6,40.42,0
2024-05-17,Mall_2,Mall_2_Escalator_B,5.61,42.59,0
2024-05-18,Mall_2,Mall_2_Escalator_B,5.43,43.08,0
2024-05-19,Mall_2,Mall_2_Escalator_B,6.03,43.89,0
2024-05-20,Mall_2,Mall_2_Escalator_B,6.05,41.28,0
2024-05-21,Mall_2,Mall_2_Escalator_B,5.23,42.37,0
2024-05-22,Mall_2,Mall_2_Escalator_B,5.31,41.16,0
2024-05-23,Mall_2,Mall_2_Escalator_B,5.33,44.51,0
2024-05-24,Mall_2,Mall_2_Escalator_B,5.6,42.46,0
2024-05-25,Mall_2,Mall_2_Escalator_B,6.01,42.6,0
2024-05-26,Mall_2,Mall_2_Escalator_B,5.51,44.47,0
2024-05-27,Mall_2,Mall_2_Escalator_B,6.32,40.89,0
2024-05-28,Mall_2,Mall_2_Escalator_B,6.33,42.79,0
2024-05-29,Mall_2,Mall_2_Escalator_B,6.36,42.88,0
2024-05-30,Mall_2,Mall_2_Escalator_B,5.5,41.13,0
2024-05-31,Mall_2,Mall_2_Escalator_B,6.18,43.01,0
2024-06-01,Mall_2,Mall_2_Escalator_B,6.0,41.37,0
2024-06-02,Mall_2,Mall_2_Escalator_B,5.76,42.99,0
2024-06-03,Mall_2,Mall_2_Escalator_B,6.52,43.33,0
2024-06-04,Mall_2,Mall_2_Escalator_B,5.69,41.79,0
2024-06-05,Mall_2,Mall_2_Escalator_B,6.15,43.34,0
2024-06-06,Mall_2,Mall_2_Escalator_B,6.36,44.92,0
2024-06-07,Mall_2,Mall_2_Escalator_B,6.54,44.38,0
2024-06-08,Mall_2,Mall_2_Escalator_B,5.98,43.5,0
2024-06-09,Mall_2,Mall_2_Escalator_B,6.15,44.51,0
2024-06-10,Mall_2,Mall_2_Escalator_B,5.91,44.39,0
2024-06-11,Mall_2,Mall_2_Escalator_B,6.54,44.35,0
2024-06-12,Mall_2,Mall_2_Escalator_B,6.31,42.62,0
2024-06-13,Mall_2,Mall_2_Escalator_B,5.93,44.08,0
2024-06-14,Mall_2,Mall_2_Escalator_B,6.33,41.88,0
2024-06-15,Mall_2,Mall_2_Escalator_B,6.75,45.41,0
2024-06-16,Mall_2,Mall_2_Escalator_B,6.17,42.9,0
2024-06-17,Mall_2,Mall_2_Escalator_B,6.61,42.12,0
2024-06-18,Mall_2,Mall_2_Escalator_B,6.09,42.56,0
2024-06-19,Mall_2,Mall_2_Escalator_B,6.13,45.62,0
2024-06-20,Mall_2,Mall_2_Escalator_B,6.45,45.64,0
2024-06-21,Mall_2,Mall_2_Escalator_B,6.09,43.67,0
2024-06-22,Mall_2,Mall_2_Escalator_B,6.04,43.76,0
2024-06-23,Mall_2,Mall_2_Escalator_B,6.85,42.45,0
2024-06-24,Mall_2,Mall_2_Escalator_B,6.93,43.84,0
2024-06-25,Mall_2,Mall_2_Escalator_B,6.53,43.49,0
2024-06-26,Mall_2,Mall_2_Escalator_B,6.39,42.74,0
2024-06-27,Mall_2,Mall_2_Escalator_B,6.67,44.19,0
2024-06-28,Mall_2,Mall_2_Escalator_B,7.05,42.38,0
2024-06-29,Mall_2,Mall_2_Escalator_B,6.26,43.92,0
2024-06-30,Mall_2,Mall_2_Escalator_B,6.22,43.15,0
2024-07-01,Mall_2,Mall_2_Escalator_B,6.32,45.67,0
2024-07-02,Mall_2,Mall_2_Escalator_B,6.88,45.89,0
2024-07-03,Mall_2,Mall_2_Escalator_B,6.33,44.82,0
2024-07-04,Mall_2,Mall_2_Escalator_B,6.68,43.85,0
2024-07-05,Mall_2,Mall_2_Escalator_B,6.93,44.87,0
2024-07-06,Mall_2,Mall_2_Escalator_B,6.98,45.02,0
2024-07-07,Mall_2,Mall_2_Escalator_B,6.45,46.16,0
2024-07-08,Mall_2,Mall_2_Escalator_B,6.88,44.75,0
2024-07-09,Mall_2,Mall_2_Escalator_B,6.72,44.26,0
2024-07-10,Mall_2,Mall_2_Escalator_B,7.36,45.86,0
2024-07-11,Mall_2,Mall_2_Escalator_B,7.11,46.01,0
2024-07-12,Mall_2,Mall_2_Escalator_B,7.27,46.88,0
2024-07-13,Mall_2,Mall_2_Escalator_B,7.33,44.07,0
2024-07-14,Mall_2,Mall_2_Escalator_B,7.22,43.17,0
2024-07-15,Mall_2,Mall_2_Escalator_B,6.66,44.85,0
2024-07-16,Mall_2,Mall_2_Escalator_B,7.24,43.84,0
2024-07-17,Mall_2,Mall_2_Escalator_B,6.79,43.6,0
2024-07-18,Mall_2,Mall_2_Escalator_B,7.01,45.99,0
2024-07-19,Mall_2,Mall_2_Escalator_B,7.37,43.5,0
2024-07-20,Mall_2,Mall_2_Escalator_B,7.2,46.97,0
2024-07-21,Mall_2,Mall_2_Escalator_B,6.89,46.12,0
2024-07-22,Mall_2,Mall_2_Escalator_B,7.29,46.37,0
2024-07-23,Mall_2,Mall_2_Escalator_B,7.5,45.47,0
2024-07-24,Mall_2,Mall_2_Escalator_B,7.61,47.11,0
2024-07-25,Mall_2,Mall_2_Escalator_B,7.69,45.99,0
2024-07-26,Mall_2,Mall_2_Escalator_B,7.14,45.24,0
2024-07-27,Mall_2,Mall_2_Escalator_B,7.04,45.42,0
2024-07-28,Mall_2,Mall_2_Escalator_B,7.81,46.07,0
2024-07-29,Mall_2,Mall_2_Escalator_B,7.06,45.94,0
2024-07-30,Mall_2,Mall_2_Escalator_B,7.47,47.37,0
2024-07-31,Mall_2,Mall_2_Escalator_B,7.4,44.76,0
2024-08-01,Mall_2,Mall_2_Escalator_B,7.61,44.55,0
2024-08-02,Mall_2,Mall_2_Escalator_B,7.56,44.55,0
2024-08-03,Mall_2,Mall_2_Escalator_B,7.46,46.94,0
2024-08-04,Mall_2,Mall_2_Escalator_B,7.5,48.08,0
2024-08-05,Mall_2,Mall_2_Escalator_B,7.26,45.66,0
2024-08-06,Mall_2,Mall_2_Escalator_B,7.52,44.55,0
2024-08-07,Mall_2,Mall_2_Escalator_B,7.43,46.16,0
2024-08-08,Mall_2,Mall_2_Escalator_B,7.85,45.94,0
2024-08-09,Mall_2,Mall_2_Escalator_B,7.97,47.23,0
2024-08-10,Mall_2,Mall_2_Escalator_B,7.48,45.01,0
2024-08-11,Mall_2,Mall_2_Escalator_B,8.08,48.22,0
2024-08-12,Mall_2,Mall_2_Escalator_B,8.09,46.53,0
2024-08-13,Mall_2,Mall_2_Escalator_B,7.64,48.23,0
2024-08-14,Mall_2,Mall_2_Escalator_B,7.52,48.61,0
2024-08-15,Mall_2,Mall_2_Escalator_B,7.39,47.31,0
2024-08-16,Mall_2,Mall_2_Escalator_B,7.96,48.69,0
2024-08-17,Mall_2,Mall_2_Escalator_B,8.13,46.06,0
2024-08-18,Mall_2,Mall_2_Escalator_B,7.73,45.94,0
2024-08-19,Mall_2,Mall_2_Escalator_B,7.74,48.47,0
2024-08-20,Mall_2,Mall_2_Escalator_B,8.2,45.79,0
2024-08-21,Mall_2,Mall_2_Escalator_B,8.27,46.26,0
2024-08-22,Mall_2,Mall_2_Escalator_B,7.85,46.18,0
2024-08-23,Mall_2,Mall_2_Escalator_B,8.14,48.05,0
2024-08-24,Mall_2,Mall_2_Escalator_B,7.73,49.02,0
2024-08-25,Mall_2,Mall_2_Escalator_B,7.57,46.94,0
2024-08-26,Mall_2,Mall_2_Escalator_B,8.06,48.33,0
2024-08-27,Mall_2,Mall_2_Escalator_B,8.03,47.51,0
2024-08-28,Mall_2,Mall_2_Escalator_B,7.95,49.34,0
2024-08-29,Mall_2,Mall_2_Escalator_B,8.17,46.81,0
2024-08-30,Mall_2,Mall_2_Escalator_B,8.5,46.22,0
2024-08-31,Mall_2,Mall_2_Escalator_B,8.4,47.77,0
2024-09-01,Mall_2,Mall_2_Escalator_B,8.31,47.09,0
2024-09-02,Mall_2,Mall_2_Escalator_B,8.3,46.44,0
2024-09-03,Mall_2,Mall_2_Escalator_B,7.93,46.64,0
2024-09-04,Mall_2,Mall_2_Escalator_B,8.64,48.09,0
2024-09-05,Mall_2,Mall_2_Escalator_B,8.43,45.86,0
2024-09-06,Mall_2,Mall_2_Escalator_B,8.76,46.44,0
2024-09-07,Mall_2,Mall_2_Escalator_B,8.51,48.24,0
2024-09-08,Mall_2,Mall_2_Escalator_B,7.96,48.13,0
2024-09-09,Mall_2,Mall_2_Escalator_B,8.14,48.24,0
2024-09-10,Mall_2,Mall_2_Escalator_B,8.9,47.14,0
2024-09-11,Mall_2,Mall_2_Escalator_B,8.21,47.1,0
2024-09-12,Mall_2,Mall_2_Escalator_B,8.67,50.0,0
2024-09-13,Mall_2,Mall_2_Escalator_B,8.57,49.02,0
2024-09-14,Mall_2,Mall_2_Escalator_B,8.07,50.19,0
2024-09-15,Mall_2,Mall_2_Escalator_B,9.03,48.71,0
2024-09-16,Mall_2,Mall_2_Escalator_B,8.53,46.95,0
2024-09-17,Mall_2,Mall_2_Escalator_B,8.46,50.0,0
2024-09-18,Mall_2,Mall_2_Escalator_B,8.24,49.98,0
2024-09-19,Mall_2,Mall_2_Escalator_B,8.4,47.42,0
2024-09-20,Mall_2,Mall_2_Escalator_B,8.22,47.34,0
2024-09-21,Mall_2,Mall_2_Escalator_B,8.71,47.4,0
2024-09-22,Mall_2,Mall_2_Escalator_B,8.9,47.46,0
2024-09-23,Mall_2,Mall_2_Escalator_B,9.09,48.0,0
2024-09-24,Mall_2,Mall_2_Escalator_B,8.47,48.86,0
2024-09-25,Mall_2,Mall_2_Escalator_B,8.69,50.81,0
2024-09-26,Mall_2,Mall_2_Escalator_B,8.68,49.97,0
2024-09-27,Mall_2,Mall_2_Escalator_B,9.23,48.45,0
2024-09-28,Mall_2,Mall_2_Escalator_B,9.22,47.67,0
2024-09-29,Mall_2,Mall_2_Escalator_B,8.71,47.57,0
2024-09-30,Mall_2,Mall_2_Escalator_B,9.18,48.7,0
2024-10-01,Mall_2,Mall_2_Escalator_B,9.16,48.91,0
2024-10-02,Mall_2,Mall_2_Escalator_B,9.5,50.02,0
2024-10-03,Mall_2,Mall_2_Escalator_B,9.45,48.59,0
2024-10-04,Mall_2,Mall_2_Escalator_B,8.83,49.1,0
2024-10-05,Mall_2,Mall_2_Escalator_B,8.9,50.0,0
2024-10-06,Mall_2,Mall_2_Escalator_B,8.72,49.79,0
2024-10-07,Mall_2,Mall_2_Escalator_B,8.89,47.97,0
2024-10-08,Mall_2,Mall_2_Escalator_B,8.99,48.83,0
2024-10-09,Mall_2,Mall_2_Escalator_B,8.83,50.79,0
2024-10-10,Mall_2,Mall_2_Escalator_B,8.83,49.16,0
2024-10-11,Mall_2,Mall_2_Escalator_B,9.75,48.85,0
2024-10-12,Mall_2,Mall_2_Escalator_B,9.55,48.42,0
2024-10-13,Mall_2,Mall_2_Escalator_B,9.5,50.65,0
2024-10-14,Mall_2,Mall_2_Escalator_B,8.96,49.07,0
2024-10-15,Mall_2,Mall_2_Escalator_B,9.66,48.69,0
2024-10-16,Mall_2,Mall_2_Escalator_B,9.84,51.84,0
2024-10-17,Mall_2,Mall_2_Escalator_B,9.53,48.86,0
2024-10-18,Mall_2,Mall_2_Escalator_B,9.79,48.94,0
2024-10-19,Mall_2,Mall_2_Escalator_B,9.69,49.21,0
2024-10-20,Mall_2,Mall_2_Escalator_B,9.73,52.5,0
2024-10-21,Mall_2,Mall_2_Escalator_B,9.93,52.6,0
2024-10-22,Mall_2,Mall_2_Escalator_B,9.13,50.95,0
2024-10-23,Mall_2,Mall_2_Escalator_B,9.61,51.56,0
2024-10-24,Mall_2,Mall_2_Escalator_B,9.57,51.76,0
2024-10-25,Mall_2,Mall_2_Escalator_B,9.74,49.91,0
2024-10-26,Mall_2,Mall_2_Escalator_B,9.55,52.5,0
2024-10-27,Mall_2,Mall_2_Escalator_B,9.31,52.52,0
2024-10-28,Mall_2,Mall_2_Escalator_B,9.5,50.77,0
2024-10-29,Mall_2,Mall_2_Escalator_B,9.77,49.85,0
2024-10-30,Mall_2,Mall_2_Escalator_B,10.14,52.36,0
2024-10-31,Mall_2,Mall_2_Escalator_B,9.7,49.5,0
2024-11-01,Mall_2,Mall_2_Escalator_B,9.3,49.28,0
2024-11-02,Mall_2,Mall_2_Escalator_B,9.37,52.5,0
2024-11-03,Mall_2,Mall_2_Escalator_B,9.93,50.53,0
2024-11-04,Mall_2,Mall_2_Escalator_B,9.45,51.24,0
2024-11-05,Mall_2,Mall_2_Escalator_B,9.45,52.99,0
2024-11-06,Mall_2,Mall_2_Escalator_B,9.96,52.36,0
2024-11-07,Mall_2,Mall_2_Escalator_B,9.9,53.57,0
2024-11-08,Mall_2,Mall_2_Escalator_B,9.94,49.69,0
2024-11-09,Mall_2,Mall_2_Escalator_B,9.46,50.71,0
2024-11-10,Mall_2,Mall_2_Escalator_B,9.46,50.82,0
2024-11-11,Mall_2,Mall_2_Escalator_B,9.8,51.69,0
2024-11-12,Mall_2,Mall_2_Escalator_B,1.84,32.91,1
2024-11-13,Mall_2,Mall_2_Escalator_B,2.15,34.29,0
2024-11-14,Mall_2,Mall_2_Escalator_B,1.87,32.26,0
2024-11-15,Mall_2,Mall_2_Escalator_B,1.42,33.28,0
2024-11-16,Mall_2,Mall_2_Escalator_B,1.29,35.93,0
2024-11-17,Mall_2,Mall_2_Escalator_B,1.36,36.09,0
2024-11-18,Mall_2,Mall_2_Escalator_B,2.12,35.12,0
2024-11-19,Mall_2,Mall_2_Escalator_B,1.51,35.13,0
2024-11-20,Mall_2,Mall_2_Escalator_B,1.66,34.42,0
2024-11-21,Mall_2,Mall_2_Escalator_B,1.46,35.06,0
2024-11-22,Mall_2,Mall_2_Escalator_B,1.73,34.52,0
2024-11-23,Mall_2,Mall_2_Escalator_B,1.92,36.19,0
2024-11-24,Mall_2,Mall_2_Escalator_B,2.28,35.9,0
2024-11-25,Mall_2,Mall_2_Escalator_B,2.41,34.06,0
2024-11-26,Mall_2,Mall_2_Escalator_B,1.77,33.2,0
2024-11-27,Mall_2,Mall_2_Escalator_B,1.82,35.92,0
2024-11-28,Mall_2,Mall_2_Escalator_B,1.71,34.88,0
2024-11-29,Mall_2,Mall_2_Escalator_B,1.99,35.98,0
2024-11-30,Mall_2,Mall_2_Escalator_B,2.31,36.18,0
2024-12-01,Mall_2,Mall_2_Escalator_B,1.74,34.35,0
2024-12-02,Mall_2,Mall_2_Escalator_B,2.14,35.11,0
2024-12-03,Mall_2,Mall_2_Escalator_B,2.0,36.13,0
2024-12-04,Mall_2,Mall_2_Escalator_B,2.51,35.85,0
2024-12-05,Mall_2,Mall_2_Escalator_B,2.64,36.66,0
2024-12-06,Mall_2,Mall_2_Escalator_B,2.14,35.88,0
2024-12-07,Mall_2,Mall_2_Escalator_B,2.79,35.82,0
2024-12-08,Mall_2,Mall_2_Escalator_B,2.12,35.28,0
2024-12-09,Mall_2,Mall_2_Escalator_B,2.68,36.28,0
2024-12-10,Mall_2,Mall_2_Escalator_B,2.68,35.39,0
2024-12-11,Mall_2,Mall_2_Escalator_B,2.71,33.59,0
2024-12-12,Mall_2,Mall_2_Escalator_B,2.53,34.82,0
2024-12-13,Mall_2,Mall_2_Escalator_B,2.48,36.85,0
2024-12-14,Mall_2,Mall_2_Escalator_B,2.34,36.06,0
2024-12-15,Mall_2,Mall_2_Escalator_B,2.75,37.36,0
2024-12-16,Mall_2,Mall_2_Escalator_B,2.66,36.52,0
2024-12-17,Mall_2,Mall_2_Escalator_B,2.41,36.84,0
2024-12-18,Mall_2,Mall_2_Escalator_B,2.85,34.39,0
2024-12-19,Mall_2,Mall_2_Escalator_B,2.54,34.26,0
2024-12-20,Mall_2,Mall_2_Escalator_B,2.36,35.51,0
2024-12-21,Mall_2,Mall_2_Escalator_B,2.74,36.87,0
2024-12-22,Mall_2,Mall_2_Escalator_B,3.13,35.53,0
2024-12-23,Mall_2,Mall_2_Escalator_B,3.04,35.05,0
2024-12-24,Mall_2,Mall_2_Escalator_B,2.65,36.46,0
2024-12-25,Mall_2,Mall_2_Escalator_B,2.6,35.0,0
2024-12-26,Mall_2,Mall_2_Escalator_B,2.52,34.42,0
2024-12-27,Mall_2,Mall_2_Escalator_B,2.83,36.8,0
2024-12-28,Mall_2,Mall_2_Escalator_B,2.98,35.38,0
2024-12-29,Mall_2,Mall_2_Escalator_B,2.61,35.09,0
2024-12-30,Mall_2,Mall_2_Escalator_B,3.08,35.04,0
2024-12-31,Mall_2,Mall_2_Escalator_B,3.22,36.23,0
