Date,Agency,Policy_Type,Coverage,Conversions
2022-12-08,StateFarm,Auto,Comprehensive,155
2022-12-08,StateFarm,Auto,Liability,183
2022-12-08,StateFarm,Home,Property,230
2022-12-08,StateFarm,Home,Renters,145
2022-12-08,StateFarm,Life,Term,115
2022-12-08,StateFarm,Life,Whole,50
2022-12-08,Allstate,Auto,Comprehensive,252
2022-12-08,Allstate,Auto,Liability,231
2022-12-08,Allstate,Home,Property,261
2022-12-08,Allstate,Home,Renters,299
2022-12-08,Allstate,Life,Term,247
2022-12-08,Allstate,Life,Whole,295
2022-12-09,Geico,Auto,Comprehensive,113
2022-12-09,Geico,Auto,Liability,353
2022-12-09,Geico,Home,Property,214
2022-12-09,Geico,Home,Renters,115
2022-12-09,Geico,Life,Term,127
2022-12-09,Geico,Life,Whole,110
2022-12-09,StateFarm,Auto,Comprehensive,243
2022-12-09,StateFarm,Auto,Liability,295
2022-12-09,StateFarm,Home,Property,203
2022-12-09,StateFarm,Home,Renters,246
2022-12-09,StateFarm,Life,Term,246
2022-12-09,StateFarm,Life,Whole,223
2022-12-09,Allstate,Auto,Comprehensive,259
2022-12-09,Allstate,Auto,Liability,352
2022-12-09,Allstate,Home,Property,291
2022-12-09,Allstate,Home,Renters,87
2022-12-09,Allstate,Life,Term,140
2022-12-09,Allstate,Life,Whole,171
2022-12-10,Geico,Auto,Comprehensive,318
2022-12-10,Geico,Auto,Liability,160
2022-12-10,Geico,Home,Property,65
2022-12-10,Geico,Home,Renters,107
2022-12-10,Geico,Life,Term,84
2022-12-10,Geico,Life,Whole,209
2022-12-10,StateFarm,Auto,Comprehensive,284
2022-12-10,StateFarm,Auto,Liability,300
2022-12-10,StateFarm,Home,Property,94
2022-12-10,StateFarm,Home,Renters,246
2022-12-10,StateFarm,Life,Term,262
2022-12-10,StateFarm,Life,Whole,270
2022-12-10,Allstate,Auto,Comprehensive,246
2022-12-10,Allstate,Auto,Liability,344
2022-12-10,Allstate,Home,Property,93
2022-12-10,Allstate,Home,Renters,105
2022-12-10,Allstate,Life,Term,161
2022-12-10,Allstate,Life,Whole,64
2022-12-11,Geico,Auto,Comprehensive,171
2022-12-11,Geico,Auto,Liability,269
2022-12-11,Geico,Home,Property,208
2022-12-11,Geico,Home,Renters,63
2022-12-11,Geico,Life,Term,212
2022-12-11,Geico,Life,Whole,220
2022-12-11,StateFarm,Auto,Comprehensive,216
2022-12-11,StateFarm,Auto,Liability,189
2022-12-11,StateFarm,Home,Property,257
2022-12-11,StateFarm,Home,Renters,157
2022-12-11,StateFarm,Life,Term,271
2022-12-11,StateFarm,Life,Whole,134
2022-12-11,Allstate,Auto,Comprehensive,306
2022-12-11,Allstate,Auto,Liability,209
2022-12-11,Allstate,Home,Property,198
2022-12-11,Allstate,Home,Renters,209
2022-12-11,Allstate,Life,Term,68
2022-12-11,Allstate,Life,Whole,277
2022-12-12,Geico,Auto,Comprehensive,305
2022-12-12,Geico,Auto,Liability,119
2022-12-12,Geico,Home,Property,61
2022-12-12,Geico,Home,Renters,161
2022-12-12,Geico,Life,Term,285
2022-12-12,Geico,Life,Whole,55
2022-12-12,StateFarm,Auto,Comprehensive,114
2022-12-12,StateFarm,Auto,Liability,304
2022-12-12,StateFarm,Home,Property,209
2022-12-12,StateFarm,Home,Renters,283
2022-12-12,StateFarm,Life,Term,153
2022-12-12,StateFarm,Life,Whole,290
2022-12-12,Allstate,Auto,Comprehensive,196
2022-12-12,Allstate,Auto,Liability,192
2022-12-12,Allstate,Home,Property,235
2022-12-12,Allstate,Home,Renters,64
2022-12-12,Allstate,Life,Term,109
2022-12-12,Allstate,Life,Whole,77
2022-12-13,Geico,Auto,Comprehensive,345
2022-12-13,Geico,Auto,Liability,150
2022-12-13,Geico,Home,Property,224
2022-12-13,Geico,Home,Renters,60
2022-12-13,Geico,Life,Term,164
2022-12-13,Geico,Life,Whole,169
2022-12-13,StateFarm,Auto,Comprehensive,173
2022-12-13,StateFarm,Auto,Liability,146
2022-12-13,StateFarm,Home,Property,282
2022-12-13,StateFarm,Home,Renters,91
2022-12-13,StateFarm,Life,Term,189
2022-12-13,StateFarm,Life,Whole,282
2022-12-13,Allstate,Auto,Comprehensive,115
2022-12-13,Allstate,Auto,Liability,190
2022-12-13,Allstate,Home,Property,184
2022-12-13,Allstate,Home,Renters,50
2022-12-13,Allstate,Life,Term,79
2022-12-13,Allstate,Life,Whole,206
2022-12-14,Geico,Auto,Comprehensive,191
2022-12-14,Geico,Auto,Liability,160
2022-12-14,Geico,Home,Property,187
2022-12-14,Geico,Home,Renters,209
2022-12-14,Geico,Life,Term,246
2022-12-14,Geico,Life,Whole,173
2022-12-14,StateFarm,Auto,Comprehensive,127
2022-12-14,StateFarm,Auto,Liability,200
2022-12-14,StateFarm,Home,Property,248
2022-12-14,StateFarm,Home,Renters,141
2022-12-14,StateFarm,Life,Term,104
2022-12-14,StateFarm,Life,Whole,99
2022-12-14,Allstate,Auto,Comprehensive,144
2022-12-14,Allstate,Auto,Liability,198
2022-12-14,Allstate,Home,Property,273
2022-12-14,Allstate,Home,Renters,103
2022-12-14,Allstate,Life,Term,140
2022-12-14,Allstate,Life,Whole,119
2022-12-15,Geico,Auto,Comprehensive,107
2022-12-15,Geico,Auto,Liability,313
2022-12-15,Geico,Home,Property,58
2022-12-15,Geico,Home,Renters,108
2022-12-15,Geico,Life,Term,90
2022-12-15,Geico,Life,Whole,288
2022-12-15,StateFarm,Auto,Comprehensive,121
2022-12-15,StateFarm,Auto,Liability,310
2022-12-15,StateFarm,Home,Property,269
2022-12-15,StateFarm,Home,Renters,185
2022-12-15,StateFarm,Life,Term,212
2022-12-15,StateFarm,Life,Whole,283
2022-12-15,Allstate,Auto,Comprehensive,193
2022-12-15,Allstate,Auto,Liability,112
2022-12-15,Allstate,Home,Property,208
2022-12-15,Allstate,Home,Renters,261
2022-12-15,Allstate,Life,Term,116
2022-12-15,Allstate,Life,Whole,194
2022-12-16,Geico,Auto,Comprehensive,325
2022-12-16,Geico,Auto,Liability,273
2022-12-16,Geico,Home,Property,212
2022-12-16,Geico,Home,Renters,167
2022-12-16,Geico,Life,Term,262
2022-12-16,Geico,Life,Whole,191
2022-12-16,StateFarm,Auto,Comprehensive,221
2022-12-16,StateFarm,Auto,Liability,138
2022-12-16,StateFarm,Home,Property,53
2022-12-16,StateFarm,Home,Renters,123
2022-12-16,StateFarm,Life,Term,156
2022-12-16,StateFarm,Life,Whole,150
2022-12-16,Allstate,Auto,Comprehensive,279
2022-12-16,Allstate,Auto,Liability,140
2022-12-16,Allstate,Home,Property,176
2022-12-16,Allstate,Home,Renters,146
2022-12-16,Allstate,Life,Term,297
2022-12-16,Allstate,Life,Whole,51
2022-12-17,Geico,Auto,Comprehensive,330
2022-12-17,Geico,Auto,Liability,199
2022-12-17,Geico,Home,Property,208
2022-12-17,Geico,Home,Renters,68
2022-12-17,Geico,Life,Term,280
2022-12-17,Geico,Life,Whole,181
2022-12-17,StateFarm,Auto,Comprehensive,172
2022-12-17,StateFarm,Auto,Liability,213
2022-12-17,StateFarm,Home,Property,268
2022-12-17,StateFarm,Home,Renters,133
2022-12-17,StateFarm,Life,Term,151
2022-12-17,StateFarm,Life,Whole,245
2022-12-17,Allstate,Auto,Comprehensive,186
2022-12-17,Allstate,Auto,Liability,214
2022-12-17,Allstate,Home,Property,217
2022-12-17,Allstate,Home,Renters,217
2022-12-17,Allstate,Life,Term,202
2022-12-17,Allstate,Life,Whole,66
2022-12-18,Geico,Auto,Comprehensive,105
2022-12-18,Geico,Auto,Liability,151
2022-12-18,Geico,Home,Property,141
2022-12-18,Geico,Home,Renters,148
2022-12-18,Geico,Life,Term,122
2022-12-18,Geico,Life,Whole,183
2022-12-18,StateFarm,Auto,Comprehensive,352
2022-12-18,StateFarm,Auto,Liability,278
2022-12-18,StateFarm,Home,Property,186
2022-12-18,StateFarm,Home,Renters,89
2022-12-18,StateFarm,Life,Term,222
2022-12-18,StateFarm,Life,Whole,271
2022-12-18,Allstate,Auto,Comprehensive,238
2022-12-18,Allstate,Auto,Liability,186
2022-12-18,Allstate,Home,Property,222
2022-12-18,Allstate,Home,Renters,252
2022-12-18,Allstate,Life,Term,199
2022-12-18,Allstate,Life,Whole,104
2022-12-19,Geico,Auto,Comprehensive,109
2022-12-19,Geico,Auto,Liability,221
2022-12-19,Geico,Home,Property,263
2022-12-19,Geico,Home,Renters,94
2022-12-19,Geico,Life,Term,127
2022-12-19,Geico,Life,Whole,161
2022-12-19,StateFarm,Auto,Comprehensive,332
2022-12-19,StateFarm,Auto,Liability,275
2022-12-19,StateFarm,Home,Property,183
2022-12-19,StateFarm,Home,Renters,212
2022-12-19,StateFarm,Life,Term,200
2022-12-19,StateFarm,Life,Whole,51
2022-12-19,Allstate,Auto,Comprehensive,239
2022-12-19,Allstate,Auto,Liability,314
2022-12-19,Allstate,Home,Property,294
2022-12-19,Allstate,Home,Renters,295
2022-12-19,Allstate,Life,Term,151
2022-12-19,Allstate,Life,Whole,293
2022-12-20,Geico,Auto,Comprehensive,253
2022-12-20,Geico,Auto,Liability,157
2022-12-20,Geico,Home,Property,299
2022-12-20,Geico,Home,Renters,180
2022-12-20,Geico,Life,Term,249
2022-12-20,Geico,Life,Whole,162
2022-12-20,StateFarm,Auto,Comprehensive,371
2022-12-20,StateFarm,Auto,Liability,91
2022-12-20,StateFarm,Home,Property,216
2022-12-20,StateFarm,Home,Renters,146
2022-12-20,StateFarm,Life,Term,148
2022-12-20,StateFarm,Life,Whole,187
2022-12-20,Allstate,Auto,Comprehensive,298
2022-12-20,Allstate,Auto,Liability,216
2022-12-20,Allstate,Home,Property,243
2022-12-20,Allstate,Home,Renters,276
2022-12-20,Allstate,Life,Term,292
2022-12-20,Allstate,Life,Whole,214
2022-12-21,Geico,Auto,Comprehensive,126
2022-12-21,Geico,Auto,Liability,93
2022-12-21,Geico,Home,Property,175
2022-12-21,Geico,Home,Renters,52
2022-12-21,Geico,Life,Term,98
2022-12-21,Geico,Life,Whole,110
2022-12-21,StateFarm,Auto,Comprehensive,289
2022-12-21,StateFarm,Auto,Liability,179
2022-12-21,StateFarm,Home,Property,126
2022-12-21,StateFarm,Home,Renters,131
2022-12-21,StateFarm,Life,Term,110
2022-12-21,StateFarm,Life,Whole,130
2022-12-21,Allstate,Auto,Comprehensive,307
2022-12-21,Allstate,Auto,Liability,274
2022-12-21,Allstate,Home,Property,266
2022-12-21,Allstate,Home,Renters,104
2022-12-21,Allstate,Life,Term,194
2022-12-21,Allstate,Life,Whole,299
2022-12-22,Geico,Auto,Comprehensive,175
2022-12-22,Geico,Auto,Liability,305
2022-12-22,Geico,Home,Property,66
2022-12-22,Geico,Home,Renters,246
2022-12-22,Geico,Life,Term,198
2022-12-22,Geico,Life,Whole,103
2022-12-22,StateFarm,Auto,Comprehensive,343
2022-12-22,StateFarm,Auto,Liability,333
2022-12-22,StateFarm,Home,Property,280
2022-12-22,StateFarm,Home,Renters,215
2022-12-22,StateFarm,Life,Term,158
2022-12-22,StateFarm,Life,Whole,97
2022-12-22,Allstate,Auto,Comprehensive,315
2022-12-22,Allstate,Auto,Liability,102
2022-12-22,Allstate,Home,Property,87
2022-12-22,Allstate,Home,Renters,71
2022-12-22,Allstate,Life,Term,218
2022-12-22,Allstate,Life,Whole,169
2022-12-23,Geico,Auto,Comprehensive,175
2022-12-23,Geico,Auto,Liability,106
2022-12-23,Geico,Home,Property,284
2022-12-23,Geico,Home,Renters,278
2022-12-23,Geico,Life,Term,86
2022-12-23,Geico,Life,Whole,217
2022-12-23,StateFarm,Auto,Comprehensive,95
2022-12-23,StateFarm,Auto,Liability,92
2022-12-23,StateFarm,Home,Property,296
2022-12-23,StateFarm,Home,Renters,180
2022-12-23,StateFarm,Life,Term,151
2022-12-23,StateFarm,Life,Whole,151
2022-12-23,Allstate,Auto,Comprehensive,119
2022-12-23,Allstate,Auto,Liability,292
2022-12-23,Allstate,Home,Property,133
2022-12-23,Allstate,Home,Renters,233
2022-12-23,Allstate,Life,Term,144
2022-12-23,Allstate,Life,Whole,186
2022-12-24,Geico,Auto,Comprehensive,135
2022-12-24,Geico,Auto,Liability,129
2022-12-24,Geico,Home,Property,136
2022-12-24,Geico,Home,Renters,221
2022-12-24,Geico,Life,Term,295
2022-12-24,Geico,Life,Whole,187
2022-12-24,StateFarm,Auto,Comprehensive,307
2022-12-24,StateFarm,Auto,Liability,147
2022-12-24,StateFarm,Home,Property,227
2022-12-24,StateFarm,Home,Renters,215
2022-12-24,StateFarm,Life,Term,142
2022-12-24,StateFarm,Life,Whole,173
2022-12-24,Allstate,Auto,Comprehensive,206
2022-12-24,Allstate,Auto,Liability,184
2022-12-24,Allstate,Home,Property,199
2022-12-24,Allstate,Home,Renters,102
2022-12-24,Allstate,Life,Term,137
2022-12-24,Allstate,Life,Whole,204
2022-12-25,Geico,Auto,Comprehensive,138
2022-12-25,Geico,Auto,Liability,233
2022-12-25,Geico,Home,Property,173
2022-12-25,Geico,Home,Renters,193
2022-12-25,Geico,Life,Term,253
2022-12-25,Geico,Life,Whole,84
2022-12-25,StateFarm,Auto,Comprehensive,305
2022-12-25,StateFarm,Auto,Liability,134
2022-12-25,StateFarm,Home,Property,268
2022-12-25,StateFarm,Home,Renters,273
2022-12-25,StateFarm,Life,Term,70
2022-12-25,StateFarm,Life,Whole,242
2022-12-25,Allstate,Auto,Comprehensive,324
2022-12-25,Allstate,Auto,Liability,191
2022-12-25,Allstate,Home,Property,84
2022-12-25,Allstate,Home,Renters,246
2022-12-25,Allstate,Life,Term,170
2022-12-25,Allstate,Life,Whole,96
2022-12-26,Geico,Auto,Comprehensive,220
2022-12-26,Geico,Auto,Liability,225
2022-12-26,Geico,Home,Property,292
2022-12-26,Geico,Home,Renters,193
2022-12-26,Geico,Life,Term,152
2022-12-26,Geico,Life,Whole,187
2022-12-26,StateFarm,Auto,Comprehensive,136
2022-12-26,StateFarm,Auto,Liability,276
2022-12-26,StateFarm,Home,Property,277
2022-12-26,StateFarm,Home,Renters,149
2022-12-26,StateFarm,Life,Term,281
2022-12-26,StateFarm,Life,Whole,242
2022-12-26,Allstate,Auto,Comprehensive,338
2022-12-26,Allstate,Auto,Liability,171
2022-12-26,Allstate,Home,Property,205
2022-12-26,Allstate,Home,Renters,204
2022-12-26,Allstate,Life,Term,67
2022-12-26,Allstate,Life,Whole,197
2022-12-27,Geico,Auto,Comprehensive,348
2022-12-27,Geico,Auto,Liability,150
2022-12-27,Geico,Home,Property,132
2022-12-27,Geico,Home,Renters,275
2022-12-27,Geico,Life,Term,244
2022-12-27,Geico,Life,Whole,191
2022-12-27,StateFarm,Auto,Comprehensive,229
2022-12-27,StateFarm,Auto,Liability,118
2022-12-27,StateFarm,Home,Property,95
2022-12-27,StateFarm,Home,Renters,53
2022-12-27,StateFarm,Life,Term,247
2022-12-27,StateFarm,Life,Whole,181
2022-12-27,Allstate,Auto,Comprehensive,136
2022-12-27,Allstate,Auto,Liability,366
2022-12-27,Allstate,Home,Property,98
2022-12-27,Allstate,Home,Renters,205
2022-12-27,Allstate,Life,Term,297
2022-12-27,Allstate,Life,Whole,134
2022-12-28,Geico,Auto,Comprehensive,291
2022-12-28,Geico,Auto,Liability,137
2022-12-28,Geico,Home,Property,158
2022-12-28,Geico,Home,Renters,272
2022-12-28,Geico,Life,Term,244
2022-12-28,Geico,Life,Whole,152
2022-12-28,StateFarm,Auto,Comprehensive,143
2022-12-28,StateFarm,Auto,Liability,146
2022-12-28,StateFarm,Home,Property,148
2022-12-28,StateFarm,Home,Renters,57
2022-12-28,StateFarm,Life,Term,263
2022-12-28,StateFarm,Life,Whole,265
2022-12-28,Allstate,Auto,Comprehensive,314
2022-12-28,Allstate,Auto,Liability,274
2022-12-28,Allstate,Home,Property,239
2022-12-28,Allstate,Home,Renters,198
2022-12-28,Allstate,Life,Term,169
2022-12-28,Allstate,Life,Whole,288
2022-12-29,Geico,Auto,Comprehensive,272
2022-12-29,Geico,Auto,Liability,153
2022-12-29,Geico,Home,Property,113
2022-12-29,Geico,Home,Renters,158
2022-12-29,Geico,Life,Term,227
2022-12-29,Geico,Life,Whole,279
2022-12-29,StateFarm,Auto,Comprehensive,324
2022-12-29,StateFarm,Auto,Liability,150
2022-12-29,StateFarm,Home,Property,226
2022-12-29,StateFarm,Home,Renters,205
2022-12-29,StateFarm,Life,Term,296
2022-12-29,StateFarm,Life,Whole,220
2022-12-29,Allstate,Auto,Comprehensive,289
2022-12-29,Allstate,Auto,Liability,320
2022-12-29,Allstate,Home,Property,73
2022-12-29,Allstate,Home,Renters,52
2022-12-29,Allstate,Life,Term,188
2022-12-29,Allstate,Life,Whole,291
2022-12-30,Geico,Auto,Comprehensive,270
2022-12-30,Geico,Auto,Liability,345
2022-12-30,Geico,Home,Property,125
2022-12-30,Geico,Home,Renters,144
2022-12-30,Geico,Life,Term,226
2022-12-30,Geico,Life,Whole,171
2022-12-30,StateFarm,Auto,Comprehensive,277
2022-12-30,StateFarm,Auto,Liability,150
2022-12-30,StateFarm,Home,Property,246
2022-12-30,StateFarm,Home,Renters,75
2022-12-30,StateFarm,Life,Term,99
2022-12-30,StateFarm,Life,Whole,196
2022-12-30,Allstate,Auto,Comprehensive,83
2022-12-30,Allstate,Auto,Liability,298
2022-12-30,Allstate,Home,Property,218
2022-12-30,Allstate,Home,Renters,175
2022-12-30,Allstate,Life,Term,87
2022-12-30,Allstate,Life,Whole,102
2022-12-31,Geico,Auto,Comprehensive,289
2022-12-31,Geico,Auto,Liability,301
2022-12-31,Geico,Home,Property,224
2022-12-31,Geico,Home,Renters,185
2022-12-31,Geico,Life,Term,63
2022-12-31,Geico,Life,Whole,215
2022-12-31,StateFarm,Auto,Comprehensive,114
2022-12-31,StateFarm,Auto,Liability,136
2022-12-31,StateFarm,Home,Property,66
2022-12-31,StateFarm,Home,Renters,284
2022-12-31,StateFarm,Life,Term,294
2022-12-31,StateFarm,Life,Whole,258
2022-12-31,Allstate,Auto,Comprehensive,267
2022-12-31,Allstate,Auto,Liability,185
2022-12-31,Allstate,Home,Property,291
2022-12-31,Allstate,Home,Renters,212
2022-12-31,Allstate,Life,Term,81
2022-12-31,Allstate,Life,Whole,113
2023-01-01,Geico,Auto,Comprehensive,109
2023-01-01,Geico,Auto,Liability,146
2023-01-01,Geico,Home,Property,147
2023-01-01,Geico,Home,Renters,161
2023-01-01,Geico,Life,Term,114
2023-01-01,Geico,Life,Whole,77
2023-01-01,StateFarm,Auto,Comprehensive,159
2023-01-01,StateFarm,Auto,Liability,165
2023-01-01,StateFarm,Home,Property,210
2023-01-01,StateFarm,Home,Renters,239
2023-01-01,StateFarm,Life,Term,54
2023-01-01,StateFarm,Life,Whole,252
2023-01-01,Allstate,Auto,Comprehensive,252
2023-01-01,Allstate,Auto,Liability,365
2023-01-01,Allstate,Home,Property,130
2023-01-01,Allstate,Home,Renters,153
2023-01-01,Allstate,Life,Term,276
2023-01-01,Allstate,Life,Whole,133
2023-01-02,Geico,Auto,Comprehensive,210
2023-01-02,Geico,Auto,Liability,149
2023-01-02,Geico,Home,Property,223
2023-01-02,Geico,Home,Renters,236
2023-01-02,Geico,Life,Term,201
2023-01-02,Geico,Life,Whole,226
2023-01-02,StateFarm,Auto,Comprehensive,229
2023-01-02,StateFarm,Auto,Liability,292
2023-01-02,StateFarm,Home,Property,207
2023-01-02,StateFarm,Home,Renters,184
2023-01-02,StateFarm,Life,Term,74
2023-01-02,StateFarm,Life,Whole,181
2023-01-02,Allstate,Auto,Comprehensive,360
2023-01-02,Allstate,Auto,Liability,165
2023-01-02,Allstate,Home,Property,170
2023-01-02,Allstate,Home,Renters,121
2023-01-02,Allstate,Life,Term,101
2023-01-02,Allstate,Life,Whole,121
2023-01-03,Geico,Auto,Comprehensive,103
2023-01-03,Geico,Auto,Liability,183
2023-01-03,Geico,Home,Property,264
2023-01-03,Geico,Home,Renters,78
2023-01-03,Geico,Life,Term,278
2023-01-03,Geico,Life,Whole,119
2023-01-03,StateFarm,Auto,Comprehensive,154
2023-01-03,StateFarm,Auto,Liability,155
2023-01-03,StateFarm,Home,Property,51
2023-01-03,StateFarm,Home,Renters,79
2023-01-03,StateFarm,Life,Term,245
2023-01-03,StateFarm,Life,Whole,173
2023-01-03,Allstate,Auto,Comprehensive,215
2023-01-03,Allstate,Auto,Liability,221
2023-01-03,Allstate,Home,Property,200
2023-01-03,Allstate,Home,Renters,265
2023-01-03,Allstate,Life,Term,262
2023-01-03,Allstate,Life,Whole,212
2023-01-04,Geico,Auto,Comprehensive,117
2023-01-04,Geico,Auto,Liability,132
2023-01-04,Geico,Home,Property,123
2023-01-04,Geico,Home,Renters,108
2023-01-04,Geico,Life,Term,67
2023-01-04,Geico,Life,Whole,281
2023-01-04,StateFarm,Auto,Comprehensive,237
2023-01-04,StateFarm,Auto,Liability,279
2023-01-04,StateFarm,Home,Property,197
2023-01-04,StateFarm,Home,Renters,132
2023-01-04,StateFarm,Life,Term,152
2023-01-04,StateFarm,Life,Whole,64
2023-01-04,Allstate,Auto,Comprehensive,268
2023-01-04,Allstate,Auto,Liability,286
2023-01-04,Allstate,Home,Property,166
2023-01-04,Allstate,Home,Renters,205
2023-01-04,Allstate,Life,Term,291
2023-01-04,Allstate,Life,Whole,217
2023-01-05,Geico,Auto,Comprehensive,90
2023-01-05,Geico,Auto,Liability,200
2023-01-05,Geico,Home,Property,174
2023-01-05,Geico,Home,Renters,264
2023-01-05,Geico,Life,Term,202
2023-01-05,Geico,Life,Whole,270
2023-01-05,StateFarm,Auto,Comprehensive,122
2023-01-05,StateFarm,Auto,Liability,221
2023-01-05,StateFarm,Home,Property,293
2023-01-05,StateFarm,Home,Renters,256
2023-01-05,StateFarm,Life,Term,68
2023-01-05,StateFarm,Life,Whole,290
2023-01-05,Allstate,Auto,Comprehensive,184
2023-01-05,Allstate,Auto,Liability,220
2023-01-05,Allstate,Home,Property,102
2023-01-05,Allstate,Home,Renters,209
2023-01-05,Allstate,Life,Term,181
2023-01-05,Allstate,Life,Whole,82
2023-01-06,Geico,Auto,Comprehensive,301
2023-01-06,Geico,Auto,Liability,188
2023-01-06,Geico,Home,Property,212
2023-01-06,Geico,Home,Renters,105
2023-01-06,Geico,Life,Term,109
2023-01-06,Geico,Life,Whole,106
2023-01-06,StateFarm,Auto,Comprehensive,291
2023-01-06,StateFarm,Auto,Liability,253
2023-01-06,StateFarm,Home,Property,290
2023-01-06,StateFarm,Home,Renters,263
2023-01-06,StateFarm,Life,Term,278
2023-01-06,StateFarm,Life,Whole,60
2023-01-06,Allstate,Auto,Comprehensive,183
2023-01-06,Allstate,Auto,Liability,144
2023-01-06,Allstate,Home,Property,232
2023-01-06,Allstate,Home,Renters,240
2023-01-06,Allstate,Life,Term,220
2023-01-06,Allstate,Life,Whole,109
2023-01-07,Geico,Auto,Comprehensive,319
2023-01-07,Geico,Auto,Liability,227
2023-01-07,Geico,Home,Property,118
2023-01-07,Geico,Home,Renters,125
2023-01-07,Geico,Life,Term,207
2023-01-07,Geico,Life,Whole,257
2023-01-07,StateFarm,Auto,Comprehensive,149
2023-01-07,StateFarm,Auto,Liability,166
2023-01-07,StateFarm,Home,Property,260
2023-01-07,StateFarm,Home,Renters,245
2023-01-07,StateFarm,Life,Term,100
2023-01-07,StateFarm,Life,Whole,114
2023-01-07,Allstate,Auto,Comprehensive,327
2023-01-07,Allstate,Auto,Liability,310
2023-01-07,Allstate,Home,Property,99
2023-01-07,Allstate,Home,Renters,119
2023-01-07,Allstate,Life,Term,281
2023-01-07,Allstate,Life,Whole,63
2023-01-08,Geico,Auto,Comprehensive,241
2023-01-08,Geico,Auto,Liability,238
2023-01-08,Geico,Home,Property,109
2023-01-08,Geico,Home,Renters,106
2023-01-08,Geico,Life,Term,80
2023-01-08,Geico,Life,Whole,131
2023-01-08,StateFarm,Auto,Comprehensive,304
2023-01-08,StateFarm,Auto,Liability,287
2023-01-08,StateFarm,Home,Property,148
2023-01-08,StateFarm,Home,Renters,114
2023-01-08,StateFarm,Life,Term,287
2023-01-08,StateFarm,Life,Whole,110
2023-01-08,Allstate,Auto,Comprehensive,281
2023-01-08,Allstate,Auto,Liability,100
2023-01-08,Allstate,Home,Property,244
2023-01-08,Allstate,Home,Renters,68
2023-01-08,Allstate,Life,Term,66
2023-01-08,Allstate,Life,Whole,53
2023-01-09,Geico,Auto,Comprehensive,337
2023-01-09,Geico,Auto,Liability,227
2023-01-09,Geico,Home,Property,157
2023-01-09,Geico,Home,Renters,71
2023-01-09,Geico,Life,Term,83
2023-01-09,Geico,Life,Whole,90
2023-01-09,StateFarm,Auto,Comprehensive,255
2023-01-09,StateFarm,Auto,Liability,269
2023-01-09,StateFarm,Home,Property,210
2023-01-09,StateFarm,Home,Renters,71
2023-01-09,StateFarm,Life,Term,284
2023-01-09,StateFarm,Life,Whole,82
2023-01-09,Allstate,Auto,Comprehensive,244
2023-01-09,Allstate,Auto,Liability,124
2023-01-09,Allstate,Home,Property,182
2023-01-09,Allstate,Home,Renters,248
2023-01-09,Allstate,Life,Term,251
2023-01-09,Allstate,Life,Whole,147
2023-01-10,Geico,Auto,Comprehensive,273
2023-01-10,Geico,Auto,Liability,252
2023-01-10,Geico,Home,Property,251
2023-01-10,Geico,Home,Renters,245
2023-01-10,Geico,Life,Term,223
2023-01-10,Geico,Life,Whole,172
2023-01-10,StateFarm,Auto,Comprehensive,348
2023-01-10,StateFarm,Auto,Liability,103
2023-01-10,StateFarm,Home,Property,250
2023-01-10,StateFarm,Home,Renters,112
2023-01-10,StateFarm,Life,Term,171
2023-01-10,StateFarm,Life,Whole,144
2023-01-10,Allstate,Auto,Comprehensive,137
2023-01-10,Allstate,Auto,Liability,128
2023-01-10,Allstate,Home,Property,245
2023-01-10,Allstate,Home,Renters,262
2023-01-10,Allstate,Life,Term,203
2023-01-10,Allstate,Life,Whole,248
2023-01-11,Geico,Auto,Comprehensive,300
2023-01-11,Geico,Auto,Liability,194
2023-01-11,Geico,Home,Property,208
2023-01-11,Geico,Home,Renters,122
2023-01-11,Geico,Life,Term,121
2023-01-11,Geico,Life,Whole,107
2023-01-11,StateFarm,Auto,Comprehensive,236
2023-01-11,StateFarm,Auto,Liability,206
2023-01-11,StateFarm,Home,Property,142
2023-01-11,StateFarm,Home,Renters,149
2023-01-11,StateFarm,Life,Term,256
2023-01-11,StateFarm,Life,Whole,294
2023-01-11,Allstate,Auto,Comprehensive,247
2023-01-11,Allstate,Auto,Liability,162
2023-01-11,Allstate,Home,Property,211
2023-01-11,Allstate,Home,Renters,253
2023-01-11,Allstate,Life,Term,289
2023-01-11,Allstate,Life,Whole,201
2023-01-12,Geico,Auto,Comprehensive,242
2023-01-12,Geico,Auto,Liability,302
2023-01-12,Geico,Home,Property,81
2023-01-12,Geico,Home,Renters,216
2023-01-12,Geico,Life,Term,185
2023-01-12,Geico,Life,Whole,178
2023-01-12,StateFarm,Auto,Comprehensive,156
2023-01-12,StateFarm,Auto,Liability,299
2023-01-12,StateFarm,Home,Property,278
2023-01-12,StateFarm,Home,Renters,273
2023-01-12,StateFarm,Life,Term,162
2023-01-12,StateFarm,Life,Whole,194
2023-01-12,Allstate,Auto,Comprehensive,270
2023-01-12,Allstate,Auto,Liability,237
2023-01-12,Allstate,Home,Property,117
2023-01-12,Allstate,Home,Renters,105
2023-01-12,Allstate,Life,Term,263
2023-01-12,Allstate,Life,Whole,282
2023-01-13,Geico,Auto,Comprehensive,216
2023-01-13,Geico,Auto,Liability,218
2023-01-13,Geico,Home,Property,109
2023-01-13,Geico,Home,Renters,141
2023-01-13,Geico,Life,Term,70
2023-01-13,Geico,Life,Whole,220
2023-01-13,StateFarm,Auto,Comprehensive,281
