transaction_id,customer_id,policy_type,start_date,end_date,premium_amount,status,claim_history
TXN-b8bc306f,C360-100127,Motor Insurance,2021-07-02,2022-07-02,509,Expired,0
TXN-b2cbde90,C360-100127,Motor Insurance,2022-07-02,2023-07-02,554,Expired,0
TXN-f4a5e282,C360-100127,Motor Insurance,2023-07-02,2024-07-01,539,Expired,0
TXN-aa9f6887,C360-100127,Motor Insurance,2024-07-01,2025-07-01,569,Expired,0
TXN-fef4e5d7,C360-100127,Motor Insurance,2025-07-01,2026-07-01,613,Active,1
TXN-89c61594,C360-100128,Health Insurance,2021-07-02,2022-07-02,429,Expired,0
TXN-3f0e741e,C360-100128,Health Insurance,2022-07-02,2023-07-02,459,Expired,0
TXN-a78de3b5,C360-100128,Health Insurance,2023-07-02,2024-07-01,477,Expired,0
TXN-f88cc39b,C360-100128,Health Insurance,2024-07-01,2025-07-01,498,Expired,0
TXN-82af31f4,C360-100128,Health Insurance,2025-07-01,2026-07-01,581,Active,0
TXN-2a18eba2,C360-100128,Life Insurance,2021-07-02,2022-07-02,446,Expired,0
TXN-cb5f99e8,C360-100128,Life Insurance,2022-07-02,2023-07-02,468,Expired,1
TXN-9a8d10a4,C360-100128,Life Insurance,2023-07-02,2024-07-01,476,Expired,1
TXN-9ac61213,C360-100128,Life Insurance,2024-07-01,2025-07-01,560,Expired,1
TXN-6efac853,C360-100128,Life Insurance,2025-07-01,2026-07-01,586,Active,1
TXN-e4ba9934,C360-100128,Motor Insurance,2021-07-02,2022-07-02,943,Expired,0
TXN-37c13a6f,C360-100128,Motor Insurance,2022-07-02,2023-07-02,965,Expired,0
TXN-c817c979,C360-100128,Motor Insurance,2023-07-02,2024-07-01,1021,Expired,0
TXN-d1ef55ad,C360-100128,Accidental Insurance,2021-07-02,2022-07-02,1248,Expired,1
TXN-da0ac822,C360-100128,Accidental Insurance,2022-07-02,2023-07-02,1289,Expired,2
TXN-de5efa31,C360-100128,Accidental Insurance,2023-07-02,2024-07-01,1280,Expired,1
TXN-328f5a20,C360-100129,Health Insurance,2021-07-02,2022-07-02,1219,Expired,2
TXN-dd724795,C360-100129,Health Insurance,2022-07-02,2023-07-02,1254,Expired,0
TXN-f7a9075a,C360-100129,Health Insurance,2023-07-02,2024-07-01,1291,Expired,1
TXN-510cae12,C360-100129,Health Insurance,2024-07-01,2025-07-01,1279,Expired,0
TXN-66a6bb9d,C360-100129,Health Insurance,2025-07-01,2026-07-01,1327,Active,1
TXN-42bbfad9,C360-100130,Accidental Insurance,2021-07-02,2022-07-02,703,Expired,0
TXN-9fd7f190,C360-100130,Accidental Insurance,2022-07-02,2023-07-02,718,Expired,0
TXN-f1f7e266,C360-100130,Accidental Insurance,2023-07-02,2024-07-01,753,Expired,2
TXN-5afa71c0,C360-100130,Accidental Insurance,2024-07-01,2025-07-01,775,Expired,1
TXN-b9609ca3,C360-100130,Accidental Insurance,2025-07-01,2026-07-01,803,Cancelled,0
TXN-21c01f57,C360-100131,Life Insurance,2021-07-02,2022-07-02,1072,Expired,0
TXN-1c020cb9,C360-100131,Life Insurance,2022-07-02,2023-07-02,1100,Expired,2
TXN-3871f63f,C360-100131,Life Insurance,2023-07-02,2024-07-01,1134,Expired,0
TXN-0057042b,C360-100132,Life Insurance,2021-07-02,2022-07-02,640,Expired,0
TXN-5b03bffa,C360-100133,Health Insurance,2021-07-02,2022-07-02,969,Expired,2
TXN-0e98ff45,C360-100133,Health Insurance,2022-07-02,2023-07-02,1017,Expired,0
TXN-414ee3aa,C360-100133,Health Insurance,2023-07-02,2024-07-01,997,Expired,1
TXN-3dae0400,C360-100133,Health Insurance,2024-07-01,2025-07-01,1068,Expired,0
TXN-e5593a1f,C360-100133,Health Insurance,2025-07-01,2026-07-01,1149,Active,0
TXN-fb969b79,C360-100133,Life Insurance,2021-07-02,2022-07-02,537,Expired,0
TXN-93f75576,C360-100133,Life Insurance,2022-07-02,2023-07-02,575,Expired,0
TXN-bf447279,C360-100133,Life Insurance,2023-07-02,2024-07-01,597,Expired,0
TXN-2259fb40,C360-100133,Life Insurance,2024-07-01,2025-07-01,594,Expired,0
TXN-2e95df5e,C360-100133,Life Insurance,2025-07-01,2026-07-01,737,Active,0
TXN-b07970f6,C360-100133,Motor Insurance,2021-07-02,2022-07-02,1225,Expired,2
TXN-7127dc22,C360-100133,Motor Insurance,2022-07-02,2023-07-02,1274,Expired,0
TXN-6a8bb58a,C360-100133,Motor Insurance,2023-07-02,2024-07-01,1267,Expired,0
TXN-43c7d3c6,C360-100133,Motor Insurance,2024-07-01,2025-07-01,1357,Expired,0
TXN-693435b6,C360-100133,Motor Insurance,2025-07-01,2026-07-01,1353,Active,0
TXN-ab47e32d,C360-100133,Accidental Insurance,2021-07-02,2022-07-02,1344,Expired,0
TXN-fe159fc5,C360-100133,Accidental Insurance,2022-07-02,2023-07-02,1357,Expired,1
TXN-39b7b81a,C360-100133,Accidental Insurance,2023-07-02,2024-07-01,1388,Expired,2
TXN-90a64369,C360-100133,Accidental Insurance,2024-07-01,2025-07-01,1431,Expired,0
TXN-f6af701f,C360-100133,Accidental Insurance,2025-07-01,2026-07-01,1432,Active,2
TXN-a2288401,C360-100134,Accidental Insurance,2021-07-02,2022-07-02,995,Expired,1
TXN-a231b100,C360-100134,Accidental Insurance,2022-07-02,2023-07-02,1043,Expired,0
TXN-00d17b93,C360-100134,Accidental Insurance,2023-07-02,2024-07-01,1019,Expired,0
TXN-124852d4,C360-100134,Accidental Insurance,2024-07-01,2025-07-01,1115,Expired,0
TXN-56d9cd2b,C360-100134,Accidental Insurance,2025-07-01,2026-07-01,1087,Active,0
TXN-fd41552f,C360-100134,Life Insurance,2021-07-02,2022-07-02,474,Expired,0
TXN-27802bc7,C360-100134,Life Insurance,2022-07-02,2023-07-02,521,Expired,0
TXN-70a62de3,C360-100134,Life Insurance,2023-07-02,2024-07-01,522,Expired,0
TXN-d9e936ec,C360-100134,Life Insurance,2024-07-01,2025-07-01,576,Expired,0
TXN-e37c23b8,C360-100134,Life Insurance,2025-07-01,2026-07-01,550,Active,1
TXN-834ee3aa,C360-100135,Motor Insurance,2021-07-02,2022-07-02,563,Expired,1
TXN-8d10dbc3,C360-100135,Motor Insurance,2022-07-02,2023-07-02,604,Expired,0
TXN-ca36cec3,C360-100135,Motor Insurance,2023-07-02,2024-07-01,623,Expired,0
TXN-94eabb0e,C360-100135,Motor Insurance,2024-07-01,2025-07-01,641,Expired,0
TXN-e98b97dd,C360-100135,Motor Insurance,2025-07-01,2026-07-01,619,Active,0
TXN-4a9470fd,C360-100135,Accidental Insurance,2021-07-02,2022-07-02,330,Expired,0
TXN-f959ded4,C360-100135,Accidental Insurance,2022-07-02,2023-07-02,357,Expired,1
TXN-fd28f212,C360-100135,Accidental Insurance,2023-07-02,2024-07-01,374,Expired,0
TXN-36216dd6,C360-100135,Accidental Insurance,2024-07-01,2025-07-01,447,Expired,0
TXN-c7faa7a9,C360-100135,Accidental Insurance,2025-07-01,2026-07-01,438,Active,0
TXN-f2dbf731,C360-100136,Life Insurance,2021-07-02,2022-07-02,580,Expired,0
TXN-16b0cb55,C360-100136,Life Insurance,2022-07-02,2023-07-02,626,Expired,0
TXN-40a2193d,C360-100136,Life Insurance,2023-07-02,2024-07-01,618,Expired,1
TXN-b4b004b2,C360-100136,Life Insurance,2024-07-01,2025-07-01,709,Expired,0
TXN-6d90a855,C360-100136,Life Insurance,2025-07-01,2026-07-01,636,Active,0
TXN-1a8cf7f6,C360-100137,Health Insurance,2021-07-02,2022-07-02,705,Expired,0
TXN-6359f1c9,C360-100137,Health Insurance,2022-07-02,2023-07-02,725,Expired,0
TXN-d1434f91,C360-100137,Health Insurance,2023-07-02,2024-07-01,733,Expired,2
TXN-6c68206c,C360-100137,Health Insurance,2024-07-01,2025-07-01,771,Expired,0
TXN-5e4d48ad,C360-100137,Health Insurance,2025-07-01,2026-07-01,781,Active,1
TXN-c295ca24,C360-100137,Life Insurance,2021-07-02,2022-07-02,713,Expired,0
TXN-5587cadf,C360-100137,Life Insurance,2022-07-02,2023-07-02,755,Expired,0
TXN-5d8a3b66,C360-100137,Life Insurance,2023-07-02,2024-07-01,791,Expired,0
TXN-e4acf6e1,C360-100137,Life Insurance,2024-07-01,2025-07-01,791,Expired,1
TXN-66393ae8,C360-100137,Life Insurance,2025-07-01,2026-07-01,865,Active,0
TXN-cd16b552,C360-100137,Motor Insurance,2021-07-02,2022-07-02,1124,Expired,0
TXN-05981f15,C360-100137,Motor Insurance,2022-07-02,2023-07-02,1166,Expired,1
TXN-f6cbc3a5,C360-100137,Motor Insurance,2023-07-02,2024-07-01,1186,Expired,0
TXN-877ff3df,C360-100137,Motor Insurance,2024-07-01,2025-07-01,1247,Expired,0
TXN-577acf28,C360-100137,Motor Insurance,2025-07-01,2026-07-01,1280,Active,0
TXN-f491ac2e,C360-100137,Accidental Insurance,2021-07-02,2022-07-02,871,Expired,0
TXN-a7b27ec5,C360-100137,Accidental Insurance,2022-07-02,2023-07-02,898,Expired,0
TXN-a716945a,C360-100137,Accidental Insurance,2023-07-02,2024-07-01,913,Expired,1
TXN-1d64725e,C360-100137,Accidental Insurance,2024-07-01,2025-07-01,943,Expired,0
TXN-76fd9cf9,C360-100137,Accidental Insurance,2025-07-01,2026-07-01,1059,Active,1
TXN-2259e773,C360-100139,Health Insurance,2021-07-02,2022-07-02,686,Expired,0
TXN-dd07f4e6,C360-100139,Health Insurance,2022-07-02,2023-07-02,707,Expired,1
TXN-6157e229,C360-100139,Health Insurance,2023-07-02,2024-07-01,708,Expired,0
TXN-4f133c8c,C360-100139,Health Insurance,2024-07-01,2025-07-01,821,Expired,0
TXN-291d7524,C360-100139,Health Insurance,2025-07-01,2026-07-01,862,Active,1
TXN-7074df30,C360-100140,Life Insurance,2021-07-02,2022-07-02,700,Expired,1
TXN-4054bb18,C360-100140,Motor Insurance,2021-07-02,2022-07-02,1478,Expired,0
TXN-62e0cd58,C360-100141,Life Insurance,2021-07-02,2022-07-02,520,Expired,0
TXN-85f945a2,C360-100141,Life Insurance,2022-07-02,2023-07-02,542,Expired,0
TXN-0a86452e,C360-100141,Life Insurance,2023-07-02,2024-07-01,594,Expired,2
TXN-ccae295c,C360-100141,Life Insurance,2024-07-01,2025-07-01,595,Expired,0
TXN-b3b9795c,C360-100141,Life Insurance,2025-07-01,2026-07-01,564,Active,1
TXN-43e4743a,C360-100142,Health Insurance,2021-07-02,2022-07-02,651,Expired,2
TXN-124c01ee,C360-100142,Health Insurance,2022-07-02,2023-07-02,667,Expired,0
TXN-145a1d3a,C360-100142,Health Insurance,2023-07-02,2024-07-01,719,Expired,0
TXN-fbdd9164,C360-100142,Health Insurance,2024-07-01,2025-07-01,693,Expired,0
TXN-590bb138,C360-100142,Health Insurance,2025-07-01,2026-07-01,735,Active,0
TXN-2df1fc31,C360-100143,Health Insurance,2021-07-02,2022-07-02,597,Expired,1
TXN-1cf6a450,C360-100143,Health Insurance,2022-07-02,2023-07-02,632,Expired,0
TXN-4433d256,C360-100143,Health Insurance,2023-07-02,2024-07-01,641,Expired,0
TXN-81bf9d0e,C360-100143,Health Insurance,2024-07-01,2025-07-01,642,Expired,0
TXN-c81accaa,C360-100143,Health Insurance,2025-07-01,2026-07-01,713,Active,0
TXN-2403a25e,C360-100144,Accidental Insurance,2021-07-02,2022-07-02,557,Expired,0
TXN-48f865a6,C360-100144,Accidental Insurance,2022-07-02,2023-07-02,583,Expired,0
TXN-ad6060f8,C360-100144,Accidental Insurance,2023-07-02,2024-07-01,595,Expired,0
TXN-bc8133d3,C360-100144,Accidental Insurance,2024-07-01,2025-07-01,698,Expired,0
TXN-1e674456,C360-100144,Accidental Insurance,2025-07-01,2026-07-01,621,Active,0
TXN-4ec3b570,C360-100144,Life Insurance,2021-07-02,2022-07-02,840,Expired,0
TXN-5b664311,C360-100144,Life Insurance,2022-07-02,2023-07-02,879,Expired,0
TXN-973ed1ce,C360-100144,Life Insurance,2023-07-02,2024-07-01,940,Expired,0
TXN-dccdb349,C360-100144,Life Insurance,2024-07-01,2025-07-01,888,Expired,0
TXN-c2dd89b4,C360-100144,Life Insurance,2025-07-01,2026-07-01,972,Active,1
TXN-7acbf8cd,C360-100145,Health Insurance,2021-07-02,2022-07-02,551,Expired,0
TXN-d58d5568,C360-100145,Health Insurance,2022-07-02,2023-07-02,571,Expired,0
TXN-06ca6eea,C360-100145,Health Insurance,2023-07-02,2024-07-01,617,Expired,0
TXN-a0cbf090,C360-100145,Health Insurance,2024-07-01,2025-07-01,671,Expired,0
TXN-64b56581,C360-100145,Health Insurance,2025-07-01,2026-07-01,599,Active,0
TXN-f10ff31c,C360-100145,Motor Insurance,2021-07-02,2022-07-02,1407,Expired,0
TXN-742e5867,C360-100145,Motor Insurance,2022-07-02,2023-07-02,1417,Expired,1
TXN-e8953335,C360-100145,Motor Insurance,2023-07-02,2024-07-01,1447,Expired,0
TXN-df11f062,C360-100145,Motor Insurance,2024-07-01,2025-07-01,1545,Expired,0
TXN-ade86cbe,C360-100145,Motor Insurance,2025-07-01,2026-07-01,1539,Active,0
TXN-cb853932,C360-100146,Accidental Insurance,2021-07-02,2022-07-02,1272,Expired,1
TXN-f89ec846,C360-100146,Accidental Insurance,2022-07-02,2023-07-02,1322,Expired,0
TXN-9339442a,C360-100146,Accidental Insurance,2023-07-02,2024-07-01,1348,Expired,0
TXN-a198d857,C360-100146,Accidental Insurance,2024-07-01,2025-07-01,1395,Expired,0
TXN-7e06c66b,C360-100146,Accidental Insurance,2025-07-01,2026-07-01,1352,Active,0
TXN-c417dc79,C360-100147,Health Insurance,2021-07-02,2022-07-02,362,Expired,1
TXN-0cc42bee,C360-100147,Health Insurance,2022-07-02,2023-07-02,406,Expired,1
TXN-99125adb,C360-100147,Health Insurance,2023-07-02,2024-07-01,420,Expired,0
TXN-ebb273ef,C360-100147,Health Insurance,2024-07-01,2025-07-01,455,Expired,0
TXN-a6eb4a39,C360-100147,Health Insurance,2025-07-01,2026-07-01,454,Active,0
TXN-fa3cd3e9,C360-100147,Life Insurance,2021-07-02,2022-07-02,913,Expired,0
TXN-d3ca9fee,C360-100147,Life Insurance,2022-07-02,2023-07-02,942,Expired,0
TXN-65824a27,C360-100147,Life Insurance,2023-07-02,2024-07-01,987,Expired,2
TXN-2b44a5f4,C360-100147,Life Insurance,2024-07-01,2025-07-01,1006,Expired,0
TXN-d5dee3e6,C360-100147,Life Insurance,2025-07-01,2026-07-01,1061,Active,0
TXN-8c229549,C360-100147,Motor Insurance,2021-07-02,2022-07-02,310,Expired,0
TXN-3a77eb34,C360-100147,Motor Insurance,2022-07-02,2023-07-02,323,Expired,0
TXN-c0cdbc43,C360-100147,Motor Insurance,2023-07-02,2024-07-01,368,Expired,0
TXN-5a3f1827,C360-100147,Motor Insurance,2024-07-01,2025-07-01,349,Expired,0
TXN-814fb053,C360-100147,Motor Insurance,2025-07-01,2026-07-01,410,Active,0
TXN-d122bf96,C360-100147,Accidental Insurance,2021-07-02,2022-07-02,568,Expired,0
TXN-38d175a1,C360-100147,Accidental Insurance,2022-07-02,2023-07-02,587,Expired,0
TXN-06d34c16,C360-100147,Accidental Insurance,2023-07-02,2024-07-01,666,Expired,0
TXN-44ee7263,C360-100147,Accidental Insurance,2024-07-01,2025-07-01,640,Expired,1
TXN-85937ae6,C360-100147,Accidental Insurance,2025-07-01,2026-07-01,744,Active,0
TXN-2709174f,C360-100148,Accidental Insurance,2021-07-02,2022-07-02,1364,Expired,0
TXN-b122b029,C360-100148,Accidental Insurance,2022-07-02,2023-07-02,1388,Expired,0
TXN-fa80ede3,C360-100148,Accidental Insurance,2023-07-02,2024-07-01,1456,Expired,0
TXN-5826fc7f,C360-100148,Accidental Insurance,2024-07-01,2025-07-01,1403,Expired,0
TXN-61658dc5,C360-100148,Accidental Insurance,2025-07-01,2026-07-01,1432,Active,1
TXN-5d4a99a5,C360-100149,Motor Insurance,2021-07-02,2022-07-02,1268,Expired,0
TXN-a02b8078,C360-100149,Motor Insurance,2022-07-02,2023-07-02,1317,Expired,0
TXN-fb24c66c,C360-100149,Motor Insurance,2023-07-02,2024-07-01,1356,Expired,0
TXN-cc86a83c,C360-100149,Motor Insurance,2024-07-01,2025-07-01,1397,Expired,0
TXN-3e84abb4,C360-100149,Motor Insurance,2025-07-01,2026-07-01,1420,Active,0
TXN-789599b8,C360-100149,Life Insurance,2021-07-02,2022-07-02,933,Expired,0
TXN-ecf25665,C360-100149,Life Insurance,2022-07-02,2023-07-02,972,Expired,2
TXN-1d36e062,C360-100149,Life Insurance,2023-07-02,2024-07-01,979,Expired,0
TXN-b4610cce,C360-100149,Life Insurance,2024-07-01,2025-07-01,1014,Expired,1
TXN-cbc32523,C360-100149,Life Insurance,2025-07-01,2026-07-01,1001,Active,0
TXN-d91a5508,C360-100150,Health Insurance,2021-07-02,2022-07-02,1443,Expired,1
TXN-36829542,C360-100150,Health Insurance,2022-07-02,2023-07-02,1479,Expired,0
TXN-030121af,C360-100150,Health Insurance,2023-07-02,2024-07-01,1499,Expired,0
TXN-25dd4772,C360-100150,Health Insurance,2024-07-01,2025-07-01,1581,Expired,2
TXN-17e21753,C360-100150,Health Insurance,2025-07-01,2026-07-01,1619,Cancelled,0
TXN-bc9f6386,C360-100151,Accidental Insurance,2021-07-02,2022-07-02,616,Expired,1
TXN-56fb11b8,C360-100151,Accidental Insurance,2022-07-02,2023-07-02,658,Expired,1
TXN-427e5be2,C360-100151,Health Insurance,2021-07-02,2022-07-02,409,Expired,0
TXN-fa0560b3,C360-100151,Health Insurance,2022-07-02,2023-07-02,453,Expired,0
TXN-29def222,C360-100151,Health Insurance,2023-07-02,2024-07-01,487,Expired,0
TXN-c798b397,C360-100151,Health Insurance,2024-07-01,2025-07-01,463,Expired,0
TXN-15d9f9d7,C360-100151,Health Insurance,2025-07-01,2026-07-01,525,Active,0
TXN-729fcd56,C360-100152,Motor Insurance,2021-07-02,2022-07-02,1011,Expired,0
TXN-bbedfe5e,C360-100152,Motor Insurance,2022-07-02,2023-07-02,1042,Expired,0
TXN-dee76cf8,C360-100152,Motor Insurance,2023-07-02,2024-07-01,1093,Expired,0
TXN-a0c7d02d,C360-100152,Motor Insurance,2024-07-01,2025-07-01,1059,Expired,0
TXN-8d7a139a,C360-100152,Motor Insurance,2025-07-01,2026-07-01,1063,Active,0
TXN-f74fe5cc,C360-100152,Accidental Insurance,2021-07-02,2022-07-02,1091,Expired,0
TXN-a884b6c4,C360-100152,Accidental Insurance,2022-07-02,2023-07-02,1117,Expired,0
TXN-aaa2f72e,C360-100152,Accidental Insurance,2023-07-02,2024-07-01,1113,Expired,0
TXN-70c8fe29,C360-100152,Accidental Insurance,2024-07-01,2025-07-01,1196,Expired,1
TXN-a5ef678e,C360-100152,Accidental Insurance,2025-07-01,2026-07-01,1259,Active,0
TXN-002661c8,C360-100153,Motor Insurance,2021-07-02,2022-07-02,1271,Expired,0
TXN-21abd8a3,C360-100153,Motor Insurance,2022-07-02,2023-07-02,1288,Expired,0
TXN-d4b183e6,C360-100153,Motor Insurance,2023-07-02,2024-07-01,1329,Expired,0
TXN-91caa5ca,C360-100153,Motor Insurance,2024-07-01,2025-07-01,1322,Expired,0
TXN-03e7eea2,C360-100153,Motor Insurance,2025-07-01,2026-07-01,1339,Active,0
TXN-3c1aa9c0,C360-100154,Health Insurance,2021-07-02,2022-07-02,517,Expired,0
TXN-76c4ff96,C360-100154,Health Insurance,2022-07-02,2023-07-02,545,Expired,0
TXN-dfc4986e,C360-100154,Health Insurance,2023-07-02,2024-07-01,607,Expired,0
TXN-2cb33081,C360-100154,Health Insurance,2024-07-01,2025-07-01,595,Expired,0
TXN-94f92a91,C360-100154,Health Insurance,2025-07-01,2026-07-01,697,Active,0
TXN-fa4b43af,C360-100154,Life Insurance,2021-07-02,2022-07-02,860,Expired,0
TXN-f2266855,C360-100154,Life Insurance,2022-07-02,2023-07-02,886,Expired,0
TXN-b0364826,C360-100154,Life Insurance,2023-07-02,2024-07-01,892,Expired,2
TXN-d0169fad,C360-100154,Life Insurance,2024-07-01,2025-07-01,893,Expired,0
TXN-7be6e693,C360-100154,Life Insurance,2025-07-01,2026-07-01,976,Active,0
TXN-5068152c,C360-100154,Motor Insurance,2021-07-02,2022-07-02,455,Expired,0
TXN-1d190e9d,C360-100154,Motor Insurance,2022-07-02,2023-07-02,505,Expired,1
TXN-fb0b6264,C360-100154,Motor Insurance,2023-07-02,2024-07-01,487,Expired,1
TXN-8e22f378,C360-100154,Motor Insurance,2024-07-01,2025-07-01,551,Expired,0
TXN-ce6bf540,C360-100154,Motor Insurance,2025-07-01,2026-07-01,651,Active,0
TXN-dcbad659,C360-100154,Accidental Insurance,2021-07-02,2022-07-02,994,Expired,0
TXN-9af728f6,C360-100154,Accidental Insurance,2022-07-02,2023-07-02,1014,Expired,0
TXN-83c2c280,C360-100154,Accidental Insurance,2023-07-02,2024-07-01,1028,Expired,0
TXN-fab4ab06,C360-100154,Accidental Insurance,2024-07-01,2025-07-01,1027,Expired,0
TXN-b692b201,C360-100154,Accidental Insurance,2025-07-01,2026-07-01,1086,Active,0
TXN-372672d1,C360-100155,Life Insurance,2021-07-02,2022-07-02,923,Expired,0
TXN-cc0811b6,C360-100155,Life Insurance,2022-07-02,2023-07-02,948,Expired,1
TXN-cb1cc556,C360-100155,Life Insurance,2023-07-02,2024-07-01,971,Expired,0
TXN-1de5e3b9,C360-100155,Life Insurance,2024-07-01,2025-07-01,962,Expired,0
TXN-4a70afd5,C360-100155,Life Insurance,2025-07-01,2026-07-01,1107,Active,0
TXN-4a2a3948,C360-100156,Motor Insurance,2021-07-02,2022-07-02,1354,Expired,0
TXN-b96e9e57,C360-100156,Motor Insurance,2022-07-02,2023-07-02,1397,Expired,2
TXN-0ff86555,C360-100156,Motor Insurance,2023-07-02,2024-07-01,1454,Expired,0
TXN-c76fcb4d,C360-100156,Motor Insurance,2024-07-01,2025-07-01,1393,Expired,0
TXN-c8791193,C360-100156,Motor Insurance,2025-07-01,2026-07-01,1510,Active,0
TXN-79ec94f6,C360-100157,Health Insurance,2021-07-02,2022-07-02,955,Expired,1
TXN-c4613d62,C360-100157,Health Insurance,2022-07-02,2023-07-02,981,Expired,0
TXN-3f01f673,C360-100157,Health Insurance,2023-07-02,2024-07-01,1011,Expired,0
TXN-b63e6d0c,C360-100157,Health Insurance,2024-07-01,2025-07-01,1087,Expired,0
TXN-c8b87bec,C360-100157,Health Insurance,2025-07-01,2026-07-01,1011,Cancelled,0
TXN-c81f6cdd,C360-100158,Motor Insurance,2021-07-02,2022-07-02,312,Expired,0
TXN-f524bada,C360-100158,Motor Insurance,2022-07-02,2023-07-02,356,Expired,0
TXN-af8be32e,C360-100158,Accidental Insurance,2021-07-02,2022-07-02,525,Expired,0
TXN-04253602,C360-100158,Accidental Insurance,2022-07-02,2023-07-02,566,Expired,0
TXN-eb292cbd,C360-100158,Accidental Insurance,2023-07-02,2024-07-01,551,Expired,0
TXN-f1b31064,C360-100159,Health Insurance,2021-07-02,2022-07-02,1167,Expired,1
TXN-0eb6bc67,C360-100159,Health Insurance,2022-07-02,2023-07-02,1178,Expired,0
TXN-fceee9bd,C360-100159,Health Insurance,2023-07-02,2024-07-01,1235,Expired,0
TXN-2b35e552,C360-100159,Health Insurance,2024-07-01,2025-07-01,1233,Expired,0
TXN-44324dd2,C360-100159,Health Insurance,2025-07-01,2026-07-01,1303,Active,0
TXN-11489bdb,C360-100159,Life Insurance,2021-07-02,2022-07-02,942,Expired,1
TXN-9bbd54e2,C360-100159,Life Insurance,2022-07-02,2023-07-02,989,Expired,0
TXN-b3db8c59,C360-100159,Life Insurance,2023-07-02,2024-07-01,998,Expired,0
TXN-347227c1,C360-100159,Life Insurance,2024-07-01,2025-07-01,1089,Expired,0
TXN-a790c34e,C360-100159,Life Insurance,2025-07-01,2026-07-01,1138,Active,0
TXN-a01e15db,C360-100159,Motor Insurance,2021-07-02,2022-07-02,615,Expired,0
TXN-6b615135,C360-100159,Motor Insurance,2022-07-02,2023-07-02,651,Expired,0
TXN-1ea495d9,C360-100159,Motor Insurance,2023-07-02,2024-07-01,649,Expired,1
TXN-f4549035,C360-100159,Motor Insurance,2024-07-01,2025-07-01,729,Expired,0
TXN-9984ac27,C360-100159,Motor Insurance,2025-07-01,2026-07-01,655,Active,0
TXN-09eb7ae1,C360-100159,Accidental Insurance,2021-07-02,2022-07-02,932,Expired,0
TXN-3ed7ba38,C360-100159,Accidental Insurance,2022-07-02,2023-07-02,953,Expired,0
TXN-4dee6f14,C360-100159,Accidental Insurance,2023-07-02,2024-07-01,1012,Expired,0
TXN-0ad76980,C360-100159,Accidental Insurance,2024-07-01,2025-07-01,1052,Expired,0
TXN-76e2df6d,C360-100159,Accidental Insurance,2025-07-01,2026-07-01,1076,Active,0
TXN-9e2be307,C360-100160,Health Insurance,2021-07-02,2022-07-02,766,Expired,1
TXN-8e9a9522,C360-100160,Health Insurance,2022-07-02,2023-07-02,789,Expired,0
TXN-86b41fd2,C360-100160,Health Insurance,2023-07-02,2024-07-01,796,Expired,0
TXN-1eef4723,C360-100160,Health Insurance,2024-07-01,2025-07-01,823,Expired,0
TXN-dd17d88b,C360-100160,Health Insurance,2025-07-01,2026-07-01,922,Cancelled,0
TXN-0d9b8169,C360-100160,Motor Insurance,2021-07-02,2022-07-02,768,Expired,0
TXN-58e2ec55,C360-100160,Motor Insurance,2022-07-02,2023-07-02,796,Expired,0
TXN-0181e9d0,C360-100160,Motor Insurance,2023-07-02,2024-07-01,812,Expired,0
TXN-77664c6c,C360-100160,Motor Insurance,2024-07-01,2025-07-01,918,Expired,2
TXN-90681e58,C360-100160,Motor Insurance,2025-07-01,2026-07-01,864,Cancelled,1
TXN-735a942c,C360-100161,Life Insurance,2021-07-02,2022-07-02,1399,Expired,0
TXN-b46a8bb5,C360-100161,Life Insurance,2022-07-02,2023-07-02,1445,Expired,0
TXN-1f4e8dea,C360-100161,Life Insurance,2023-07-02,2024-07-01,1433,Expired,0
TXN-88bebca5,C360-100161,Life Insurance,2024-07-01,2025-07-01,1456,Expired,0
TXN-1faea471,C360-100161,Life Insurance,2025-07-01,2026-07-01,1563,Cancelled,0
TXN-e1701f66,C360-100162,Motor Insurance,2021-07-02,2022-07-02,892,Expired,0
TXN-fe0146f5,C360-100162,Motor Insurance,2022-07-02,2023-07-02,913,Expired,1
TXN-92b931ad,C360-100162,Motor Insurance,2023-07-02,2024-07-01,918,Expired,0
TXN-397cba7d,C360-100162,Motor Insurance,2024-07-01,2025-07-01,1000,Expired,0
TXN-4df3bbe8,C360-100162,Motor Insurance,2025-07-01,2026-07-01,1092,Active,2
TXN-9dc793e0,C360-100163,Health Insurance,2021-07-02,2022-07-02,1074,Expired,1
TXN-e4f05cb0,C360-100163,Health Insurance,2022-07-02,2023-07-02,1124,Expired,0
TXN-87cf6dff,C360-100163,Health Insurance,2023-07-02,2024-07-01,1132,Expired,0
TXN-941ceac8,C360-100163,Health Insurance,2024-07-01,2025-07-01,1158,Expired,0
TXN-1de2bb20,C360-100163,Health Insurance,2025-07-01,2026-07-01,1234,Active,0
TXN-c497a5a2,C360-100163,Life Insurance,2021-07-02,2022-07-02,1330,Expired,0
TXN-a4318643,C360-100163,Life Insurance,2022-07-02,2023-07-02,1353,Expired,0
TXN-30ddaee1,C360-100163,Life Insurance,2023-07-02,2024-07-01,1418,Expired,0
TXN-572806c8,C360-100163,Life Insurance,2024-07-01,2025-07-01,1402,Expired,0
TXN-e45a1541,C360-100163,Life Insurance,2025-07-01,2026-07-01,1410,Active,0
TXN-04b50b95,C360-100163,Motor Insurance,2021-07-02,2022-07-02,706,Expired,0
