Date,Store,Category,Product,Demand_Volume
2022-06-21,Whole Foods,Dairy,Cheese,430
2022-06-21,Whole Foods,Dairy,Yogurt,221
2022-06-21,Whole Foods,Meat,Chicken,167
2022-06-21,Whole Foods,Meat,Beef,346
2022-06-21,Whole Foods,Meat,Pork,310
2022-06-21,Trader Joes,Produce,Apples,310
2022-06-21,Trader Joes,Produce,Bananas,305
2022-06-21,Trader Joes,Produce,Carrots,176
2022-06-21,Trader Joes,Dairy,Milk,373
2022-06-21,Trader Joes,Dairy,Cheese,476
2022-06-21,Trader Joes,Dairy,Yogurt,267
2022-06-21,Trader Joes,Meat,Chicken,190
2022-06-21,Trader Joes,Meat,Beef,211
2022-06-21,Trader Joes,Meat,Pork,492
2022-06-21,Kroger,Produce,Apples,233
2022-06-21,Kroger,Produce,Bananas,592
2022-06-21,Kroger,Produce,Carrots,251
2022-06-21,Kroger,Dairy,Milk,388
2022-06-21,Kroger,Dairy,Cheese,192
2022-06-21,Kroger,Dairy,Yogurt,169
2022-06-21,Kroger,Meat,Chicken,443
2022-06-21,Kroger,Meat,Beef,476
2022-06-21,Kroger,Meat,Pork,468
2022-06-22,Whole Foods,Produce,Apples,344
2022-06-22,Whole Foods,Produce,Bananas,422
2022-06-22,Whole Foods,Produce,Carrots,239
2022-06-22,Whole Foods,Dairy,Milk,383
2022-06-22,Whole Foods,Dairy,Cheese,151
2022-06-22,Whole Foods,Dairy,Yogurt,297
2022-06-22,Whole Foods,Meat,Chicken,126
2022-06-22,Whole Foods,Meat,Beef,216
2022-06-22,Whole Foods,Meat,Pork,235
2022-06-22,Trader Joes,Produce,Apples,368
2022-06-22,Trader Joes,Produce,Bananas,375
2022-06-22,Trader Joes,Produce,Carrots,350
2022-06-22,Trader Joes,Dairy,Milk,410
2022-06-22,Trader Joes,Dairy,Cheese,298
2022-06-22,Trader Joes,Dairy,Yogurt,351
2022-06-22,Trader Joes,Meat,Chicken,114
2022-06-22,Trader Joes,Meat,Beef,232
2022-06-22,Trader Joes,Meat,Pork,335
2022-06-22,Kroger,Produce,Apples,467
2022-06-22,Kroger,Produce,Bananas,242
2022-06-22,Kroger,Produce,Carrots,539
2022-06-22,Kroger,Dairy,Milk,322
2022-06-22,Kroger,Dairy,Cheese,348
2022-06-22,Kroger,Dairy,Yogurt,210
2022-06-22,Kroger,Meat,Chicken,462
2022-06-22,Kroger,Meat,Beef,348
2022-06-22,Kroger,Meat,Pork,486
2022-06-23,Whole Foods,Produce,Apples,507
2022-06-23,Whole Foods,Produce,Bananas,391
2022-06-23,Whole Foods,Produce,Carrots,581
2022-06-23,Whole Foods,Dairy,Milk,225
2022-06-23,Whole Foods,Dairy,Cheese,220
2022-06-23,Whole Foods,Dairy,Yogurt,297
2022-06-23,Whole Foods,Meat,Chicken,372
2022-06-23,Whole Foods,Meat,Beef,186
2022-06-23,Whole Foods,Meat,Pork,219
2022-06-23,Trader Joes,Produce,Apples,179
2022-06-23,Trader Joes,Produce,Bananas,501
2022-06-23,Trader Joes,Produce,Carrots,237
2022-06-23,Trader Joes,Dairy,Milk,247
2022-06-23,Trader Joes,Dairy,Cheese,417
2022-06-23,Trader Joes,Dairy,Yogurt,319
2022-06-23,Trader Joes,Meat,Chicken,208
2022-06-23,Trader Joes,Meat,Beef,457
2022-06-23,Trader Joes,Meat,Pork,412
2022-06-23,Kroger,Produce,Apples,410
2022-06-23,Kroger,Produce,Bananas,231
2022-06-23,Kroger,Produce,Carrots,333
2022-06-23,Kroger,Dairy,Milk,292
2022-06-23,Kroger,Dairy,Cheese,192
2022-06-23,Kroger,Dairy,Yogurt,315
2022-06-23,Kroger,Meat,Chicken,412
2022-06-23,Kroger,Meat,Beef,385
2022-06-23,Kroger,Meat,Pork,483
2022-06-24,Whole Foods,Produce,Apples,448
2022-06-24,Whole Foods,Produce,Bananas,577
2022-06-24,Whole Foods,Produce,Carrots,411
2022-06-24,Whole Foods,Dairy,Milk,387
2022-06-24,Whole Foods,Dairy,Cheese,160
2022-06-24,Whole Foods,Dairy,Yogurt,200
2022-06-24,Whole Foods,Meat,Chicken,202
2022-06-24,Whole Foods,Meat,Beef,160
2022-06-24,Whole Foods,Meat,Pork,309
2022-06-24,Trader Joes,Produce,Apples,250
2022-06-24,Trader Joes,Produce,Bananas,406
2022-06-24,Trader Joes,Produce,Carrots,454
2022-06-24,Trader Joes,Dairy,Milk,476
2022-06-24,Trader Joes,Dairy,Cheese,155
2022-06-24,Trader Joes,Dairy,Yogurt,328
2022-06-24,Trader Joes,Meat,Chicken,452
2022-06-24,Trader Joes,Meat,Beef,119
2022-06-24,Trader Joes,Meat,Pork,227
2022-06-24,Kroger,Produce,Apples,402
2022-06-24,Kroger,Produce,Bananas,321
2022-06-24,Kroger,Produce,Carrots,531
2022-06-24,Kroger,Dairy,Milk,245
2022-06-24,Kroger,Dairy,Cheese,399
2022-06-24,Kroger,Dairy,Yogurt,197
2022-06-24,Kroger,Meat,Chicken,245
2022-06-24,Kroger,Meat,Beef,147
2022-06-24,Kroger,Meat,Pork,193
2022-06-25,Whole Foods,Produce,Apples,418
2022-06-25,Whole Foods,Produce,Bananas,313
2022-06-25,Whole Foods,Produce,Carrots,577
2022-06-25,Whole Foods,Dairy,Milk,211
2022-06-25,Whole Foods,Dairy,Cheese,219
2022-06-25,Whole Foods,Dairy,Yogurt,135
2022-06-25,Whole Foods,Meat,Chicken,202
2022-06-25,Whole Foods,Meat,Beef,481
2022-06-25,Whole Foods,Meat,Pork,362
2022-06-25,Trader Joes,Produce,Apples,227
2022-06-25,Trader Joes,Produce,Bananas,355
2022-06-25,Trader Joes,Produce,Carrots,249
2022-06-25,Trader Joes,Dairy,Milk,439
2022-06-25,Trader Joes,Dairy,Cheese,401
2022-06-25,Trader Joes,Dairy,Yogurt,379
2022-06-25,Trader Joes,Meat,Chicken,405
2022-06-25,Trader Joes,Meat,Beef,451
2022-06-25,Trader Joes,Meat,Pork,400
2022-06-25,Kroger,Produce,Apples,635
2022-06-25,Kroger,Produce,Bananas,227
2022-06-25,Kroger,Produce,Carrots,346
2022-06-25,Kroger,Dairy,Milk,258
2022-06-25,Kroger,Dairy,Cheese,395
2022-06-25,Kroger,Dairy,Yogurt,196
2022-06-25,Kroger,Meat,Chicken,463
2022-06-25,Kroger,Meat,Beef,373
2022-06-25,Kroger,Meat,Pork,137
2022-06-26,Whole Foods,Produce,Apples,230
2022-06-26,Whole Foods,Produce,Bananas,441
2022-06-26,Whole Foods,Produce,Carrots,292
2022-06-26,Whole Foods,Dairy,Milk,286
2022-06-26,Whole Foods,Dairy,Cheese,266
2022-06-26,Whole Foods,Dairy,Yogurt,137
2022-06-26,Whole Foods,Meat,Chicken,226
2022-06-26,Whole Foods,Meat,Beef,316
2022-06-26,Whole Foods,Meat,Pork,293
2022-06-26,Trader Joes,Produce,Apples,482
2022-06-26,Trader Joes,Produce,Bananas,482
2022-06-26,Trader Joes,Produce,Carrots,275
2022-06-26,Trader Joes,Dairy,Milk,349
2022-06-26,Trader Joes,Dairy,Cheese,383
2022-06-26,Trader Joes,Dairy,Yogurt,395
2022-06-26,Trader Joes,Meat,Chicken,288
2022-06-26,Trader Joes,Meat,Beef,413
2022-06-26,Trader Joes,Meat,Pork,223
2022-06-26,Kroger,Produce,Apples,297
2022-06-26,Kroger,Produce,Bananas,429
2022-06-26,Kroger,Produce,Carrots,448
2022-06-26,Kroger,Dairy,Milk,161
2022-06-26,Kroger,Dairy,Cheese,413
2022-06-26,Kroger,Dairy,Yogurt,459
2022-06-26,Kroger,Meat,Chicken,321
2022-06-26,Kroger,Meat,Beef,452
2022-06-26,Kroger,Meat,Pork,227
2022-06-27,Whole Foods,Produce,Apples,327
2022-06-27,Whole Foods,Produce,Bananas,381
2022-06-27,Whole Foods,Produce,Carrots,483
2022-06-27,Whole Foods,Dairy,Milk,106
2022-06-27,Whole Foods,Dairy,Cheese,226
2022-06-27,Whole Foods,Dairy,Yogurt,277
2022-06-27,Whole Foods,Meat,Chicken,270
2022-06-27,Whole Foods,Meat,Beef,131
2022-06-27,Whole Foods,Meat,Pork,251
2022-06-27,Trader Joes,Produce,Apples,263
2022-06-27,Trader Joes,Produce,Bananas,229
2022-06-27,Trader Joes,Produce,Carrots,249
2022-06-27,Trader Joes,Dairy,Milk,304
2022-06-27,Trader Joes,Dairy,Cheese,393
2022-06-27,Trader Joes,Dairy,Yogurt,307
2022-06-27,Trader Joes,Meat,Chicken,452
2022-06-27,Trader Joes,Meat,Beef,412
2022-06-27,Trader Joes,Meat,Pork,434
2022-06-27,Kroger,Produce,Apples,231
2022-06-27,Kroger,Produce,Bananas,438
2022-06-27,Kroger,Produce,Carrots,394
2022-06-27,Kroger,Dairy,Milk,275
2022-06-27,Kroger,Dairy,Cheese,376
2022-06-27,Kroger,Dairy,Yogurt,423
2022-06-27,Kroger,Meat,Chicken,151
2022-06-27,Kroger,Meat,Beef,348
2022-06-27,Kroger,Meat,Pork,131
2022-06-28,Whole Foods,Produce,Apples,564
2022-06-28,Whole Foods,Produce,Bananas,358
2022-06-28,Whole Foods,Produce,Carrots,398
2022-06-28,Whole Foods,Dairy,Milk,116
2022-06-28,Whole Foods,Dairy,Cheese,316
2022-06-28,Whole Foods,Dairy,Yogurt,174
2022-06-28,Whole Foods,Meat,Chicken,479
2022-06-28,Whole Foods,Meat,Beef,245
2022-06-28,Whole Foods,Meat,Pork,166
2022-06-28,Trader Joes,Produce,Apples,326
2022-06-28,Trader Joes,Produce,Bananas,253
2022-06-28,Trader Joes,Produce,Carrots,556
2022-06-28,Trader Joes,Dairy,Milk,432
2022-06-28,Trader Joes,Dairy,Cheese,438
2022-06-28,Trader Joes,Dairy,Yogurt,429
2022-06-28,Trader Joes,Meat,Chicken,198
2022-06-28,Trader Joes,Meat,Beef,233
2022-06-28,Trader Joes,Meat,Pork,234
2022-06-28,Kroger,Produce,Apples,439
2022-06-28,Kroger,Produce,Bananas,400
2022-06-28,Kroger,Produce,Carrots,392
2022-06-28,Kroger,Dairy,Milk,480
2022-06-28,Kroger,Dairy,Cheese,142
2022-06-28,Kroger,Dairy,Yogurt,173
2022-06-28,Kroger,Meat,Chicken,197
2022-06-28,Kroger,Meat,Beef,164
2022-06-28,Kroger,Meat,Pork,107
2022-06-29,Whole Foods,Produce,Apples,314
2022-06-29,Whole Foods,Produce,Bananas,611
2022-06-29,Whole Foods,Produce,Carrots,518
2022-06-29,Whole Foods,Dairy,Milk,170
2022-06-29,Whole Foods,Dairy,Cheese,101
2022-06-29,Whole Foods,Dairy,Yogurt,463
2022-06-29,Whole Foods,Meat,Chicken,348
2022-06-29,Whole Foods,Meat,Beef,301
2022-06-29,Whole Foods,Meat,Pork,288
2022-06-29,Trader Joes,Produce,Apples,553
2022-06-29,Trader Joes,Produce,Bananas,400
2022-06-29,Trader Joes,Produce,Carrots,256
2022-06-29,Trader Joes,Dairy,Milk,316
2022-06-29,Trader Joes,Dairy,Cheese,376
2022-06-29,Trader Joes,Dairy,Yogurt,278
2022-06-29,Trader Joes,Meat,Chicken,431
2022-06-29,Trader Joes,Meat,Beef,447
2022-06-29,Trader Joes,Meat,Pork,295
2022-06-29,Kroger,Produce,Apples,497
2022-06-29,Kroger,Produce,Bananas,281
2022-06-29,Kroger,Produce,Carrots,336
2022-06-29,Kroger,Dairy,Milk,391
2022-06-29,Kroger,Dairy,Cheese,463
2022-06-29,Kroger,Dairy,Yogurt,209
2022-06-29,Kroger,Meat,Chicken,285
2022-06-29,Kroger,Meat,Beef,111
2022-06-29,Kroger,Meat,Pork,174
2022-06-30,Whole Foods,Produce,Apples,216
2022-06-30,Whole Foods,Produce,Bananas,544
2022-06-30,Whole Foods,Produce,Carrots,334
2022-06-30,Whole Foods,Dairy,Milk,195
2022-06-30,Whole Foods,Dairy,Cheese,252
2022-06-30,Whole Foods,Dairy,Yogurt,348
2022-06-30,Whole Foods,Meat,Chicken,459
2022-06-30,Whole Foods,Meat,Beef,282
2022-06-30,Whole Foods,Meat,Pork,383
2022-06-30,Trader Joes,Produce,Apples,331
2022-06-30,Trader Joes,Produce,Bananas,463
2022-06-30,Trader Joes,Produce,Carrots,271
2022-06-30,Trader Joes,Dairy,Milk,283
2022-06-30,Trader Joes,Dairy,Cheese,259
2022-06-30,Trader Joes,Dairy,Yogurt,405
2022-06-30,Trader Joes,Meat,Chicken,142
2022-06-30,Trader Joes,Meat,Beef,307
2022-06-30,Trader Joes,Meat,Pork,146
2022-06-30,Kroger,Produce,Apples,290
2022-06-30,Kroger,Produce,Bananas,582
2022-06-30,Kroger,Produce,Carrots,430
2022-06-30,Kroger,Dairy,Milk,424
2022-06-30,Kroger,Dairy,Cheese,468
2022-06-30,Kroger,Dairy,Yogurt,115
2022-06-30,Kroger,Meat,Chicken,193
2022-06-30,Kroger,Meat,Beef,339
2022-06-30,Kroger,Meat,Pork,344
2022-07-01,Whole Foods,Produce,Apples,477
2022-07-01,Whole Foods,Produce,Bananas,424
2022-07-01,Whole Foods,Produce,Carrots,587
2022-07-01,Whole Foods,Dairy,Milk,282
2022-07-01,Whole Foods,Dairy,Cheese,392
2022-07-01,Whole Foods,Dairy,Yogurt,226
2022-07-01,Whole Foods,Meat,Chicken,308
2022-07-01,Whole Foods,Meat,Beef,207
2022-07-01,Whole Foods,Meat,Pork,286
2022-07-01,Trader Joes,Produce,Apples,526
2022-07-01,Trader Joes,Produce,Bananas,444
2022-07-01,Trader Joes,Produce,Carrots,452
2022-07-01,Trader Joes,Dairy,Milk,484
2022-07-01,Trader Joes,Dairy,Cheese,367
2022-07-01,Trader Joes,Dairy,Yogurt,265
2022-07-01,Trader Joes,Meat,Chicken,211
2022-07-01,Trader Joes,Meat,Beef,144
2022-07-01,Trader Joes,Meat,Pork,204
2022-07-01,Kroger,Produce,Apples,434
2022-07-01,Kroger,Produce,Bananas,261
2022-07-01,Kroger,Produce,Carrots,156
2022-07-01,Kroger,Dairy,Milk,142
2022-07-01,Kroger,Dairy,Cheese,414
2022-07-01,Kroger,Dairy,Yogurt,254
2022-07-01,Kroger,Meat,Chicken,168
2022-07-01,Kroger,Meat,Beef,183
2022-07-01,Kroger,Meat,Pork,245
2022-07-02,Whole Foods,Produce,Apples,439
2022-07-02,Whole Foods,Produce,Bananas,313
2022-07-02,Whole Foods,Produce,Carrots,339
2022-07-02,Whole Foods,Dairy,Milk,199
2022-07-02,Whole Foods,Dairy,Cheese,303
2022-07-02,Whole Foods,Dairy,Yogurt,461
2022-07-02,Whole Foods,Meat,Chicken,138
2022-07-02,Whole Foods,Meat,Beef,213
2022-07-02,Whole Foods,Meat,Pork,169
2022-07-02,Trader Joes,Produce,Apples,353
2022-07-02,Trader Joes,Produce,Bananas,593
2022-07-02,Trader Joes,Produce,Carrots,337
2022-07-02,Trader Joes,Dairy,Milk,274
2022-07-02,Trader Joes,Dairy,Cheese,335
2022-07-02,Trader Joes,Dairy,Yogurt,345
2022-07-02,Trader Joes,Meat,Chicken,388
2022-07-02,Trader Joes,Meat,Beef,316
2022-07-02,Trader Joes,Meat,Pork,141
2022-07-02,Kroger,Produce,Apples,333
2022-07-02,Kroger,Produce,Bananas,457
2022-07-02,Kroger,Produce,Carrots,214
2022-07-02,Kroger,Dairy,Milk,251
2022-07-02,Kroger,Dairy,Cheese,178
2022-07-02,Kroger,Dairy,Yogurt,397
2022-07-02,Kroger,Meat,Chicken,344
2022-07-02,Kroger,Meat,Beef,189
2022-07-02,Kroger,Meat,Pork,155
2022-07-03,Whole Foods,Produce,Apples,283
2022-07-03,Whole Foods,Produce,Bananas,338
2022-07-03,Whole Foods,Produce,Carrots,429
2022-07-03,Whole Foods,Dairy,Milk,441
2022-07-03,Whole Foods,Dairy,Cheese,425
2022-07-03,Whole Foods,Dairy,Yogurt,153
2022-07-03,Whole Foods,Meat,Chicken,358
2022-07-03,Whole Foods,Meat,Beef,433
2022-07-03,Whole Foods,Meat,Pork,351
2022-07-03,Trader Joes,Produce,Apples,585
2022-07-03,Trader Joes,Produce,Bananas,297
2022-07-03,Trader Joes,Produce,Carrots,306
2022-07-03,Trader Joes,Dairy,Milk,197
2022-07-03,Trader Joes,Dairy,Cheese,482
2022-07-03,Trader Joes,Dairy,Yogurt,425
2022-07-03,Trader Joes,Meat,Chicken,282
2022-07-03,Trader Joes,Meat,Beef,477
2022-07-03,Trader Joes,Meat,Pork,472
2022-07-03,Kroger,Produce,Apples,413
2022-07-03,Kroger,Produce,Bananas,257
2022-07-03,Kroger,Produce,Carrots,512
2022-07-03,Kroger,Dairy,Milk,223
2022-07-03,Kroger,Dairy,Cheese,243
2022-07-03,Kroger,Dairy,Yogurt,271
2022-07-03,Kroger,Meat,Chicken,333
2022-07-03,Kroger,Meat,Beef,208
2022-07-03,Kroger,Meat,Pork,339
2022-07-04,Whole Foods,Produce,Apples,517
2022-07-04,Whole Foods,Produce,Bananas,182
2022-07-04,Whole Foods,Produce,Carrots,557
2022-07-04,Whole Foods,Dairy,Milk,473
2022-07-04,Whole Foods,Dairy,Cheese,333
2022-07-04,Whole Foods,Dairy,Yogurt,356
2022-07-04,Whole Foods,Meat,Chicken,198
2022-07-04,Whole Foods,Meat,Beef,205
2022-07-04,Whole Foods,Meat,Pork,410
2022-07-04,Trader Joes,Produce,Apples,310
2022-07-04,Trader Joes,Produce,Bananas,351
2022-07-04,Trader Joes,Produce,Carrots,556
2022-07-04,Trader Joes,Dairy,Milk,164
2022-07-04,Trader Joes,Dairy,Cheese,167
2022-07-04,Trader Joes,Dairy,Yogurt,138
2022-07-04,Trader Joes,Meat,Chicken,198
2022-07-04,Trader Joes,Meat,Beef,483
2022-07-04,Trader Joes,Meat,Pork,121
2022-07-04,Kroger,Produce,Apples,232
2022-07-04,Kroger,Produce,Bananas,316
2022-07-04,Kroger,Produce,Carrots,560
2022-07-04,Kroger,Dairy,Milk,182
2022-07-04,Kroger,Dairy,Cheese,310
2022-07-04,Kroger,Dairy,Yogurt,344
2022-07-04,Kroger,Meat,Chicken,446
2022-07-04,Kroger,Meat,Beef,203
2022-07-04,Kroger,Meat,Pork,389
2022-07-05,Whole Foods,Produce,Apples,565
2022-07-05,Whole Foods,Produce,Bananas,580
2022-07-05,Whole Foods,Produce,Carrots,247
2022-07-05,Whole Foods,Dairy,Milk,350
2022-07-05,Whole Foods,Dairy,Cheese,337
2022-07-05,Whole Foods,Dairy,Yogurt,223
2022-07-05,Whole Foods,Meat,Chicken,253
2022-07-05,Whole Foods,Meat,Beef,487
2022-07-05,Whole Foods,Meat,Pork,348
2022-07-05,Trader Joes,Produce,Apples,255
2022-07-05,Trader Joes,Produce,Bananas,273
2022-07-05,Trader Joes,Produce,Carrots,613
2022-07-05,Trader Joes,Dairy,Milk,417
2022-07-05,Trader Joes,Dairy,Cheese,449
2022-07-05,Trader Joes,Dairy,Yogurt,165
2022-07-05,Trader Joes,Meat,Chicken,317
2022-07-05,Trader Joes,Meat,Beef,267
2022-07-05,Trader Joes,Meat,Pork,419
2022-07-05,Kroger,Produce,Apples,547
2022-07-05,Kroger,Produce,Bananas,382
2022-07-05,Kroger,Produce,Carrots,478
2022-07-05,Kroger,Dairy,Milk,144
2022-07-05,Kroger,Dairy,Cheese,361
2022-07-05,Kroger,Dairy,Yogurt,363
2022-07-05,Kroger,Meat,Chicken,407
2022-07-05,Kroger,Meat,Beef,431
2022-07-05,Kroger,Meat,Pork,461
2022-07-06,Whole Foods,Produce,Apples,573
2022-07-06,Whole Foods,Produce,Bananas,550
2022-07-06,Whole Foods,Produce,Carrots,437
2022-07-06,Whole Foods,Dairy,Milk,413
2022-07-06,Whole Foods,Dairy,Cheese,464
2022-07-06,Whole Foods,Dairy,Yogurt,391
2022-07-06,Whole Foods,Meat,Chicken,496
2022-07-06,Whole Foods,Meat,Beef,353
2022-07-06,Whole Foods,Meat,Pork,337
2022-07-06,Trader Joes,Produce,Apples,511
2022-07-06,Trader Joes,Produce,Bananas,340
2022-07-06,Trader Joes,Produce,Carrots,411
2022-07-06,Trader Joes,Dairy,Milk,338
2022-07-06,Trader Joes,Dairy,Cheese,270
2022-07-06,Trader Joes,Dairy,Yogurt,466
2022-07-06,Trader Joes,Meat,Chicken,380
2022-07-06,Trader Joes,Meat,Beef,270
2022-07-06,Trader Joes,Meat,Pork,444
2022-07-06,Kroger,Produce,Apples,263
2022-07-06,Kroger,Produce,Bananas,317
2022-07-06,Kroger,Produce,Carrots,406
2022-07-06,Kroger,Dairy,Milk,328
2022-07-06,Kroger,Dairy,Cheese,251
2022-07-06,Kroger,Dairy,Yogurt,219
2022-07-06,Kroger,Meat,Chicken,265
2022-07-06,Kroger,Meat,Beef,107
2022-07-06,Kroger,Meat,Pork,343
2022-07-07,Whole Foods,Produce,Apples,203
2022-07-07,Whole Foods,Produce,Bananas,427
2022-07-07,Whole Foods,Produce,Carrots,436
2022-07-07,Whole Foods,Dairy,Milk,115
2022-07-07,Whole Foods,Dairy,Cheese,451
2022-07-07,Whole Foods,Dairy,Yogurt,344
2022-07-07,Whole Foods,Meat,Chicken,444
2022-07-07,Whole Foods,Meat,Beef,281
2022-07-07,Whole Foods,Meat,Pork,199
2022-07-07,Trader Joes,Produce,Apples,287
2022-07-07,Trader Joes,Produce,Bananas,314
2022-07-07,Trader Joes,Produce,Carrots,337
2022-07-07,Trader Joes,Dairy,Milk,243
2022-07-07,Trader Joes,Dairy,Cheese,143
2022-07-07,Trader Joes,Dairy,Yogurt,177
2022-07-07,Trader Joes,Meat,Chicken,317
2022-07-07,Trader Joes,Meat,Beef,212
2022-07-07,Trader Joes,Meat,Pork,389
2022-07-07,Kroger,Produce,Apples,443
2022-07-07,Kroger,Produce,Bananas,264
2022-07-07,Kroger,Produce,Carrots,257
2022-07-07,Kroger,Dairy,Milk,220
2022-07-07,Kroger,Dairy,Cheese,175
2022-07-07,Kroger,Dairy,Yogurt,207
2022-07-07,Kroger,Meat,Chicken,479
2022-07-07,Kroger,Meat,Beef,276
2022-07-07,Kroger,Meat,Pork,491
2022-07-08,Whole Foods,Produce,Apples,404
2022-07-08,Whole Foods,Produce,Bananas,301
2022-07-08,Whole Foods,Produce,Carrots,469
2022-07-08,Whole Foods,Dairy,Milk,331
2022-07-08,Whole Foods,Dairy,Cheese,418
2022-07-08,Whole Foods,Dairy,Yogurt,375
2022-07-08,Whole Foods,Meat,Chicken,131
2022-07-08,Whole Foods,Meat,Beef,365
2022-07-08,Whole Foods,Meat,Pork,434
2022-07-08,Trader Joes,Produce,Apples,238
2022-07-08,Trader Joes,Produce,Bananas,355
2022-07-08,Trader Joes,Produce,Carrots,512
2022-07-08,Trader Joes,Dairy,Milk,314
2022-07-08,Trader Joes,Dairy,Cheese,185
2022-07-08,Trader Joes,Dairy,Yogurt,431
2022-07-08,Trader Joes,Meat,Chicken,440
2022-07-08,Trader Joes,Meat,Beef,375
2022-07-08,Trader Joes,Meat,Pork,366
2022-07-08,Kroger,Produce,Apples,250
2022-07-08,Kroger,Produce,Bananas,184
2022-07-08,Kroger,Produce,Carrots,342
2022-07-08,Kroger,Dairy,Milk,360
2022-07-08,Kroger,Dairy,Cheese,482
2022-07-08,Kroger,Dairy,Yogurt,401
2022-07-08,Kroger,Meat,Chicken,315
2022-07-08,Kroger,Meat,Beef,471
2022-07-08,Kroger,Meat,Pork,140
2022-07-09,Whole Foods,Produce,Apples,436
2022-07-09,Whole Foods,Produce,Bananas,270
2022-07-09,Whole Foods,Produce,Carrots,575
2022-07-09,Whole Foods,Dairy,Milk,442
2022-07-09,Whole Foods,Dairy,Cheese,462
2022-07-09,Whole Foods,Dairy,Yogurt,343
2022-07-09,Whole Foods,Meat,Chicken,429
2022-07-09,Whole Foods,Meat,Beef,461
2022-07-09,Whole Foods,Meat,Pork,477
2022-07-09,Trader Joes,Produce,Apples,391
2022-07-09,Trader Joes,Produce,Bananas,644
2022-07-09,Trader Joes,Produce,Carrots,217
2022-07-09,Trader Joes,Dairy,Milk,297
2022-07-09,Trader Joes,Dairy,Cheese,270
2022-07-09,Trader Joes,Dairy,Yogurt,438
2022-07-09,Trader Joes,Meat,Chicken,270
2022-07-09,Trader Joes,Meat,Beef,186
2022-07-09,Trader Joes,Meat,Pork,412
2022-07-09,Kroger,Produce,Apples,365
2022-07-09,Kroger,Produce,Bananas,306
2022-07-09,Kroger,Produce,Carrots,206
2022-07-09,Kroger,Dairy,Milk,297
2022-07-09,Kroger,Dairy,Cheese,122
2022-07-09,Kroger,Dairy,Yogurt,351
2022-07-09,Kroger,Meat,Chicken,183
2022-07-09,Kroger,Meat,Beef,480
2022-07-09,Kroger,Meat,Pork,253
2022-07-10,Whole Foods,Produce,Apples,573
2022-07-10,Whole Foods,Produce,Bananas,597
2022-07-10,Whole Foods,Produce,Carrots,455
2022-07-10,Whole Foods,Dairy,Milk,394
2022-07-10,Whole Foods,Dairy,Cheese,191
2022-07-10,Whole Foods,Dairy,Yogurt,100
2022-07-10,Whole Foods,Meat,Chicken,335
2022-07-10,Whole Foods,Meat,Beef,310
2022-07-10,Whole Foods,Meat,Pork,274
2022-07-10,Trader Joes,Produce,Apples,424
2022-07-10,Trader Joes,Produce,Bananas,258
2022-07-10,Trader Joes,Produce,Carrots,552
2022-07-10,Trader Joes,Dairy,Milk,279
2022-07-10,Trader Joes,Dairy,Cheese,335
2022-07-10,Trader Joes,Dairy,Yogurt,174
2022-07-10,Trader Joes,Meat,Chicken,288
2022-07-10,Trader Joes,Meat,Beef,156
2022-07-10,Trader Joes,Meat,Pork,221
2022-07-10,Kroger,Produce,Apples,542
2022-07-10,Kroger,Produce,Bananas,165
2022-07-10,Kroger,Produce,Carrots,225
2022-07-10,Kroger,Dairy,Milk,172
2022-07-10,Kroger,Dairy,Cheese,110
2022-07-10,Kroger,Dairy,Yogurt,337
2022-07-10,Kroger,Meat,Chicken,284
2022-07-10,Kroger,Meat,Beef,365
2022-07-10,Kroger,Meat,Pork,217
2022-07-11,Whole Foods,Produce,Apples,299
2022-07-11,Whole Foods,Produce,Bananas,555
2022-07-11,Whole Foods,Produce,Carrots,413
2022-07-11,Whole Foods,Dairy,Milk,384
2022-07-11,Whole Foods,Dairy,Cheese,483
2022-07-11,Whole Foods,Dairy,Yogurt,249
2022-07-11,Whole Foods,Meat,Chicken,226
2022-07-11,Whole Foods,Meat,Beef,326
2022-07-11,Whole Foods,Meat,Pork,464
2022-07-11,Trader Joes,Produce,Apples,212
2022-07-11,Trader Joes,Produce,Bananas,165
2022-07-11,Trader Joes,Produce,Carrots,413
2022-07-11,Trader Joes,Dairy,Milk,385
2022-07-11,Trader Joes,Dairy,Cheese,402
2022-07-11,Trader Joes,Dairy,Yogurt,282
2022-07-11,Trader Joes,Meat,Chicken,397
2022-07-11,Trader Joes,Meat,Beef,434
2022-07-11,Trader Joes,Meat,Pork,144
2022-07-11,Kroger,Produce,Apples,595
2022-07-11,Kroger,Produce,Bananas,478
2022-07-11,Kroger,Produce,Carrots,600
2022-07-11,Kroger,Dairy,Milk,266
2022-07-11,Kroger,Dairy,Cheese,492
2022-07-11,Kroger,Dairy,Yogurt,263
2022-07-11,Kroger,Meat,Chicken,255
2022-07-11,Kroger,Meat,Beef,256
2022-07-11,Kroger,Meat,Pork,256
2022-07-12,Whole Foods,Produce,Apples,468
2022-07-12,Whole Foods,Produce,Bananas,625
2022-07-12,Whole Foods,Produce,Carrots,260
2022-07-12,Whole Foods,Dairy,Milk,361
2022-07-12,Whole Foods,Dairy,Cheese,470
2022-07-12,Whole Foods,Dairy,Yogurt,421
2022-07-12,Whole Foods,Meat,Chicken,394
2022-07-12,Whole Foods,Meat,Beef,453
2022-07-12,Whole Foods,Meat,Pork,170
2022-07-12,Trader Joes,Produce,Apples,220
2022-07-12,Trader Joes,Produce,Bananas,471
