Date,Company,Freight_Type,Shipping_Lane,Vessel_Name,IMO_Number,Vessel_Capacity,Volume_Tons
2022-02-22,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,10840
2022-02-22,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,7690
2022-02-22,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,7853
2022-02-22,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,13790
2022-02-22,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,3094
2022-02-22,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,13225
2022-02-22,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,4270
2022-02-22,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,13692
2022-02-22,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,12037
2022-02-22,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,7517
2022-02-22,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,9467
2022-02-23,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,7778
2022-02-23,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,11729
2022-02-23,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,10382
2022-02-23,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,8527
2022-02-23,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,7837
2022-02-23,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,7021
2022-02-23,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,7682
2022-02-23,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,7363
2022-02-23,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,6237
2022-02-23,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,14784
2022-02-23,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,5058
2022-02-23,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,5047
2022-02-23,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,10548
2022-02-23,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,5261
2022-02-23,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,11216
2022-02-23,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,3041
2022-02-23,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,5520
2022-02-23,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,7645
2022-02-23,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,4502
2022-02-23,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,5283
2022-02-24,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,7328
2022-02-24,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,7404
2022-02-24,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,8604
2022-02-24,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,3765
2022-02-24,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,14026
2022-02-24,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,3182
2022-02-24,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,5388
2022-02-24,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,6062
2022-02-24,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,7353
2022-02-24,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,11473
2022-02-24,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,8860
2022-02-24,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12493
2022-02-24,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,13925
2022-02-24,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,3264
2022-02-24,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,9217
2022-02-24,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,8665
2022-02-24,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,7677
2022-02-24,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,6419
2022-02-24,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,8545
2022-02-24,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13374
2022-02-25,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,4770
2022-02-25,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,12304
2022-02-25,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,13357
2022-02-25,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,5697
2022-02-25,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,8266
2022-02-25,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,7362
2022-02-25,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,12890
2022-02-25,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,14261
2022-02-25,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,4559
2022-02-25,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,7669
2022-02-25,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,7078
2022-02-25,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,5943
2022-02-25,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,5238
2022-02-25,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,3805
2022-02-25,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,12481
2022-02-25,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,3634
2022-02-25,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,11577
2022-02-25,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,9264
2022-02-25,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,4141
2022-02-25,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,14773
2022-02-26,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,5770
2022-02-26,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,5896
2022-02-26,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,9940
2022-02-26,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,4043
2022-02-26,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,10706
2022-02-26,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,8353
2022-02-26,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,13443
2022-02-26,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,11184
2022-02-26,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,7086
2022-02-26,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,9503
2022-02-26,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,5569
2022-02-26,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12604
2022-02-26,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,14386
2022-02-26,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,3369
2022-02-26,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,9864
2022-02-26,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,3748
2022-02-26,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,12425
2022-02-26,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,14004
2022-02-26,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,6193
2022-02-26,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,9685
2022-02-27,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,8902
2022-02-27,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,14045
2022-02-27,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,9892
2022-02-27,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,3610
2022-02-27,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,11471
2022-02-27,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,8574
2022-02-27,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,8261
2022-02-27,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,7308
2022-02-27,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,4720
2022-02-27,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,13218
2022-02-27,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,8658
2022-02-27,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,10175
2022-02-27,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,5956
2022-02-27,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,6913
2022-02-27,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,8147
2022-02-27,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,7947
2022-02-27,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,11406
2022-02-27,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,9015
2022-02-27,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,7798
2022-02-27,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,6596
2022-02-28,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,6459
2022-02-28,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,6958
2022-02-28,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,7538
2022-02-28,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,3940
2022-02-28,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,6044
2022-02-28,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,6308
2022-02-28,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,14874
2022-02-28,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,11506
2022-02-28,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,5970
2022-02-28,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,7562
2022-02-28,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,8069
2022-02-28,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12434
2022-02-28,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,10748
2022-02-28,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,6977
2022-02-28,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,6195
2022-02-28,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,4643
2022-02-28,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,10741
2022-02-28,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,7044
2022-02-28,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,3300
2022-02-28,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13670
2022-03-01,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,11469
2022-03-01,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,12312
2022-03-01,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,9760
2022-03-01,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,7304
2022-03-01,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,10965
2022-03-01,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,12257
2022-03-01,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,11943
2022-03-01,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,9747
2022-03-01,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,14877
2022-03-01,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,11268
2022-03-01,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,9362
2022-03-01,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,8414
2022-03-01,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,14017
2022-03-01,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,8340
2022-03-01,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7485
2022-03-01,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,13084
2022-03-01,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,7022
2022-03-01,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,9761
2022-03-01,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,10778
2022-03-01,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13919
2022-03-02,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,7552
2022-03-02,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,6284
2022-03-02,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,8338
2022-03-02,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,12619
2022-03-02,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,11327
2022-03-02,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,6819
2022-03-02,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,14733
2022-03-02,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,7127
2022-03-02,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,10627
2022-03-02,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,5879
2022-03-02,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,13696
2022-03-02,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,11120
2022-03-02,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,9929
2022-03-02,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,7243
2022-03-02,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,12361
2022-03-02,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,5737
2022-03-02,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,8383
2022-03-02,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,8837
2022-03-02,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,8309
2022-03-02,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,8572
2022-03-03,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,11852
2022-03-03,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,13216
2022-03-03,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,11185
2022-03-03,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,10269
2022-03-03,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,6615
2022-03-03,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,6051
2022-03-03,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,6735
2022-03-03,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,7632
2022-03-03,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,7217
2022-03-03,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,6527
2022-03-03,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,6754
2022-03-03,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,5004
2022-03-03,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,13242
2022-03-03,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,8937
2022-03-03,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7157
2022-03-03,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,6365
2022-03-03,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,5553
2022-03-03,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,5145
2022-03-03,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,14717
2022-03-03,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,11545
2022-03-04,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,11031
2022-03-04,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,5557
2022-03-04,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,9725
2022-03-04,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,13419
2022-03-04,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,13090
2022-03-04,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,6157
2022-03-04,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,10235
2022-03-04,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,12648
2022-03-04,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,9901
2022-03-04,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,8743
2022-03-04,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,7236
2022-03-04,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,8122
2022-03-04,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,9473
2022-03-04,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,8052
2022-03-04,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,12313
2022-03-04,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,9195
2022-03-04,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,6212
2022-03-04,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,6512
2022-03-04,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,11203
2022-03-04,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,12268
2022-03-05,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,10142
2022-03-05,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,13634
2022-03-05,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,9428
2022-03-05,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,14339
2022-03-05,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,14862
2022-03-05,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,5627
2022-03-05,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,10708
2022-03-05,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,5323
2022-03-05,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,7915
2022-03-05,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,9864
2022-03-05,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,13120
2022-03-05,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,5877
2022-03-05,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,10590
2022-03-05,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,14049
2022-03-05,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,5625
2022-03-05,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,11487
2022-03-05,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,12503
2022-03-05,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,8140
2022-03-05,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,12886
2022-03-05,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,8258
2022-03-06,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,14045
2022-03-06,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,12589
2022-03-06,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,8235
2022-03-06,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,5050
2022-03-06,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,14791
2022-03-06,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,13277
2022-03-06,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,5332
2022-03-06,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,14793
2022-03-06,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,11383
2022-03-06,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,5146
2022-03-06,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,11433
2022-03-06,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,10484
2022-03-06,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,8035
2022-03-06,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,9834
2022-03-06,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,5891
2022-03-06,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,7437
2022-03-06,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,13891
2022-03-06,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,9333
2022-03-06,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,6740
2022-03-06,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13372
2022-03-07,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,11658
2022-03-07,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,12295
2022-03-07,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,7276
2022-03-07,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,13067
2022-03-07,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,8655
2022-03-07,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,8067
