Order Date,Store,Category,Sub-Category,Sales,Quantity
2023-12-24,Decathlon,Furniture,Tables,67,6
2023-12-25,Decathlon,Furniture,Tables,55,5
2023-12-26,Decathlon,Furniture,Tables,49,4
2023-12-27,Decathlon,Furniture,Tables,54,5
2023-12-28,Decathlon,Furniture,Tables,50,5
2023-12-29,Decathlon,Furniture,Tables,51,5
2023-12-30,Decathlon,Furniture,Tables,64,6
2023-12-31,Decathlon,Furniture,Tables,62,6
2024-01-01,Decathlon,Furniture,Tables,20,2
2024-01-02,Decathlon,Furniture,Tables,25,2
2024-01-03,Decathlon,Furniture,Tables,18,1
2024-01-04,Decathlon,Furniture,Tables,22,2
2024-01-05,Decathlon,Furniture,Tables,26,2
2024-01-06,Decathlon,Furniture,Tables,33,3
2024-01-07,Decathlon,Furniture,Tables,41,4
2024-01-08,Decathlon,Furniture,Tables,22,2
2024-01-09,Decathlon,Furniture,Tables,17,1
2024-01-10,Decathlon,Furniture,Tables,21,2
2024-01-11,Decathlon,Furniture,Tables,23,2
2024-01-12,Decathlon,Furniture,Tables,19,1
2024-01-13,Decathlon,Furniture,Tables,41,4
2024-01-14,Decathlon,Furniture,Tables,38,3
2024-01-15,Decathlon,Furniture,Tables,17,1
2024-01-16,Decathlon,Furniture,Tables,23,2
2024-01-17,Decathlon,Furniture,Tables,22,2
2024-01-18,Decathlon,Furniture,Tables,25,2
2024-01-19,Decathlon,Furniture,Tables,26,2
2024-01-20,Decathlon,Furniture,Tables,41,4
2024-01-21,Decathlon,Furniture,Tables,40,4
2024-01-22,Decathlon,Furniture,Tables,25,2
2024-01-23,Decathlon,Furniture,Tables,20,2
2024-01-24,Decathlon,Furniture,Tables,22,2
2024-01-25,Decathlon,Furniture,Tables,18,1
2024-01-26,Decathlon,Furniture,Tables,23,2
2024-01-27,Decathlon,Furniture,Tables,39,3
2024-01-28,Decathlon,Furniture,Tables,35,3
2024-01-29,Decathlon,Furniture,Tables,16,1
2024-01-30,Decathlon,Furniture,Tables,23,2
2024-01-31,Decathlon,Furniture,Tables,21,2
2024-02-01,Decathlon,Furniture,Tables,26,2
2024-02-02,Decathlon,Furniture,Tables,17,1
2024-02-03,Decathlon,Furniture,Tables,38,3
2024-02-04,Decathlon,Furniture,Tables,32,3
2024-02-05,Decathlon,Furniture,Tables,21,2
2024-02-06,Decathlon,Furniture,Tables,16,1
2024-02-07,Decathlon,Furniture,Tables,22,2
2024-02-08,Decathlon,Furniture,Tables,23,2
2024-02-09,Decathlon,Furniture,Tables,23,2
2024-02-10,Decathlon,Furniture,Tables,34,3
2024-02-11,Decathlon,Furniture,Tables,37,3
2024-02-12,Decathlon,Furniture,Tables,24,2
2024-02-13,Decathlon,Furniture,Tables,24,2
2024-02-14,Decathlon,Furniture,Tables,24,2
2024-02-15,Decathlon,Furniture,Tables,24,2
2024-02-16,Decathlon,Furniture,Tables,20,2
2024-02-17,Decathlon,Furniture,Tables,31,3
2024-02-18,Decathlon,Furniture,Tables,41,4
2024-02-19,Decathlon,Furniture,Tables,21,2
2024-02-20,Decathlon,Furniture,Tables,22,2
2024-02-21,Decathlon,Furniture,Tables,22,2
2024-02-22,Decathlon,Furniture,Tables,16,1
2024-02-23,Decathlon,Furniture,Tables,24,2
2024-02-24,Decathlon,Furniture,Tables,33,3
2024-02-25,Decathlon,Furniture,Tables,37,3
2024-02-26,Decathlon,Furniture,Tables,25,2
2024-02-27,Decathlon,Furniture,Tables,26,2
2024-02-28,Decathlon,Furniture,Tables,23,2
2024-02-29,Decathlon,Furniture,Tables,24,2
2024-03-01,Decathlon,Furniture,Tables,18,1
2024-03-02,Decathlon,Furniture,Tables,40,4
2024-03-03,Decathlon,Furniture,Tables,38,3
2024-03-04,Decathlon,Furniture,Tables,17,1
2024-03-05,Decathlon,Furniture,Tables,24,2
2024-03-06,Decathlon,Furniture,Tables,23,2
2024-03-07,Decathlon,Furniture,Tables,16,1
2024-03-08,Decathlon,Furniture,Tables,19,1
2024-03-09,Decathlon,Furniture,Tables,31,3
2024-03-10,Decathlon,Furniture,Tables,38,3
2024-03-11,Decathlon,Furniture,Tables,19,1
2024-03-12,Decathlon,Furniture,Tables,19,1
2024-03-13,Decathlon,Furniture,Tables,21,2
2024-03-14,Decathlon,Furniture,Tables,18,1
2024-03-15,Decathlon,Furniture,Tables,18,1
2024-03-16,Decathlon,Furniture,Tables,31,3
2024-03-17,Decathlon,Furniture,Tables,40,4
2024-03-18,Decathlon,Furniture,Tables,19,1
2024-03-19,Decathlon,Furniture,Tables,24,2
2024-03-20,Decathlon,Furniture,Tables,18,1
2024-03-21,Decathlon,Furniture,Tables,25,2
2024-03-22,Decathlon,Furniture,Tables,22,2
2024-03-23,Decathlon,Furniture,Tables,40,4
2024-03-24,Decathlon,Furniture,Tables,32,3
2024-03-25,Decathlon,Furniture,Tables,20,2
2024-03-26,Decathlon,Furniture,Tables,23,2
2024-03-27,Decathlon,Furniture,Tables,20,2
2024-03-28,Decathlon,Furniture,Tables,16,1
2024-03-29,Decathlon,Furniture,Tables,26,2
2024-03-30,Decathlon,Furniture,Tables,37,3
2024-03-31,Decathlon,Furniture,Tables,35,3
2024-04-01,Decathlon,Furniture,Tables,17,1
2024-04-02,Decathlon,Furniture,Tables,23,2
2024-04-03,Decathlon,Furniture,Tables,23,2
2024-04-04,Decathlon,Furniture,Tables,24,2
2024-04-05,Decathlon,Furniture,Tables,20,2
2024-04-06,Decathlon,Furniture,Tables,37,3
2024-04-07,Decathlon,Furniture,Tables,33,3
2024-04-08,Decathlon,Furniture,Tables,20,2
2024-04-09,Decathlon,Furniture,Tables,24,2
2024-04-10,Decathlon,Furniture,Tables,26,2
2024-04-11,Decathlon,Furniture,Tables,19,1
2024-04-12,Decathlon,Furniture,Tables,17,1
2024-04-13,Decathlon,Furniture,Tables,33,3
2024-04-14,Decathlon,Furniture,Tables,37,3
2024-04-15,Decathlon,Furniture,Tables,22,2
2024-04-16,Decathlon,Furniture,Tables,25,2
2024-04-17,Decathlon,Furniture,Tables,21,2
2024-04-18,Decathlon,Furniture,Tables,24,2
2024-04-19,Decathlon,Furniture,Tables,18,1
2024-04-20,Decathlon,Furniture,Tables,32,3
2024-04-21,Decathlon,Furniture,Tables,37,3
2024-04-22,Decathlon,Furniture,Tables,24,2
2024-04-23,Decathlon,Furniture,Tables,17,1
2024-04-24,Decathlon,Furniture,Tables,19,1
2024-04-25,Decathlon,Furniture,Tables,26,2
2024-04-26,Decathlon,Furniture,Tables,24,2
2024-04-27,Decathlon,Furniture,Tables,35,3
2024-04-28,Decathlon,Furniture,Tables,31,3
2024-04-29,Decathlon,Furniture,Tables,21,2
2024-04-30,Decathlon,Furniture,Tables,23,2
2024-05-01,Decathlon,Furniture,Tables,22,2
2024-05-02,Decathlon,Furniture,Tables,23,2
2024-05-03,Decathlon,Furniture,Tables,23,2
2024-05-04,Decathlon,Furniture,Tables,38,3
2024-05-05,Decathlon,Furniture,Tables,34,3
2024-05-06,Decathlon,Furniture,Tables,19,1
2024-05-07,Decathlon,Furniture,Tables,21,2
2024-05-08,Decathlon,Furniture,Tables,21,2
2024-05-09,Decathlon,Furniture,Tables,19,1
2024-05-10,Decathlon,Furniture,Tables,17,1
2024-05-11,Decathlon,Furniture,Tables,41,4
2024-05-12,Decathlon,Furniture,Tables,34,3
2024-05-13,Decathlon,Furniture,Tables,21,2
2024-05-14,Decathlon,Furniture,Tables,18,1
2024-05-15,Decathlon,Furniture,Tables,17,1
2024-05-16,Decathlon,Furniture,Tables,17,1
2024-05-17,Decathlon,Furniture,Tables,21,2
2024-05-18,Decathlon,Furniture,Tables,31,3
2024-05-19,Decathlon,Furniture,Tables,40,4
2024-05-20,Decathlon,Furniture,Tables,23,2
2024-05-21,Decathlon,Furniture,Tables,19,1
2024-05-22,Decathlon,Furniture,Tables,26,2
2024-05-23,Decathlon,Furniture,Tables,24,2
2024-05-24,Decathlon,Furniture,Tables,24,2
2024-05-25,Decathlon,Furniture,Tables,37,3
2024-05-26,Decathlon,Furniture,Tables,41,4
2024-05-27,Decathlon,Furniture,Tables,23,2
2024-05-28,Decathlon,Furniture,Tables,17,1
2024-05-29,Decathlon,Furniture,Tables,18,1
2024-05-30,Decathlon,Furniture,Tables,16,1
2024-05-31,Decathlon,Furniture,Tables,17,1
2024-06-01,Decathlon,Furniture,Tables,41,4
2024-06-02,Decathlon,Furniture,Tables,32,3
2024-06-03,Decathlon,Furniture,Tables,26,2
2024-06-04,Decathlon,Furniture,Tables,22,2
2024-06-05,Decathlon,Furniture,Tables,17,1
2024-06-06,Decathlon,Furniture,Tables,18,1
2024-06-07,Decathlon,Furniture,Tables,23,2
2024-06-08,Decathlon,Furniture,Tables,40,4
2024-06-09,Decathlon,Furniture,Tables,34,3
2024-06-10,Decathlon,Furniture,Tables,18,1
2024-06-11,Decathlon,Furniture,Tables,24,2
2024-06-12,Decathlon,Furniture,Tables,21,2
2024-06-13,Decathlon,Furniture,Tables,16,1
2024-06-14,Decathlon,Furniture,Tables,22,2
2024-06-15,Decathlon,Furniture,Tables,38,3
2024-06-16,Decathlon,Furniture,Tables,40,4
2024-06-17,Decathlon,Furniture,Tables,18,1
2024-06-18,Decathlon,Furniture,Tables,20,2
2024-06-19,Decathlon,Furniture,Tables,24,2
2024-06-20,Decathlon,Furniture,Tables,17,1
2024-06-21,Decathlon,Furniture,Tables,19,1
2024-06-22,Decathlon,Furniture,Tables,37,3
2024-06-23,Decathlon,Furniture,Tables,32,3
2024-06-24,Decathlon,Furniture,Tables,25,2
2024-06-25,Decathlon,Furniture,Tables,16,1
2024-06-26,Decathlon,Furniture,Tables,20,2
2024-06-27,Decathlon,Furniture,Tables,23,2
2024-06-28,Decathlon,Furniture,Tables,16,1
2024-06-29,Decathlon,Furniture,Tables,41,4
2024-06-30,Decathlon,Furniture,Tables,39,3
2024-07-01,Decathlon,Furniture,Tables,21,2
2024-07-02,Decathlon,Furniture,Tables,26,2
2024-07-03,Decathlon,Furniture,Tables,16,1
2024-07-04,Decathlon,Furniture,Tables,23,2
2024-07-05,Decathlon,Furniture,Tables,22,2
2024-07-06,Decathlon,Furniture,Tables,35,3
2024-07-07,Decathlon,Furniture,Tables,34,3
2024-07-08,Decathlon,Furniture,Tables,25,2
2024-07-09,Decathlon,Furniture,Tables,24,2
2024-07-10,Decathlon,Furniture,Tables,26,2
2024-07-11,Decathlon,Furniture,Tables,22,2
2024-07-12,Decathlon,Furniture,Tables,16,1
2024-07-13,Decathlon,Furniture,Tables,37,3
2024-07-14,Decathlon,Furniture,Tables,37,3
2024-07-15,Decathlon,Furniture,Tables,19,1
2024-07-16,Decathlon,Furniture,Tables,21,2
2024-07-17,Decathlon,Furniture,Tables,24,2
2024-07-18,Decathlon,Furniture,Tables,24,2
2024-07-19,Decathlon,Furniture,Tables,25,2
2024-07-20,Decathlon,Furniture,Tables,36,3
2024-07-21,Decathlon,Furniture,Tables,38,3
2024-07-22,Decathlon,Furniture,Tables,20,2
2024-07-23,Decathlon,Furniture,Tables,17,1
2024-07-24,Decathlon,Furniture,Tables,24,2
2024-07-25,Decathlon,Furniture,Tables,26,2
2024-07-26,Decathlon,Furniture,Tables,20,2
2024-07-27,Decathlon,Furniture,Tables,35,3
2024-07-28,Decathlon,Furniture,Tables,40,4
2024-07-29,Decathlon,Furniture,Tables,25,2
2024-07-30,Decathlon,Furniture,Tables,16,1
2024-07-31,Decathlon,Furniture,Tables,22,2
2024-08-01,Decathlon,Furniture,Tables,18,1
2024-08-02,Decathlon,Furniture,Tables,22,2
2024-08-03,Decathlon,Furniture,Tables,34,3
2024-08-04,Decathlon,Furniture,Tables,38,3
2024-08-05,Decathlon,Furniture,Tables,17,1
2024-08-06,Decathlon,Furniture,Tables,19,1
2024-08-07,Decathlon,Furniture,Tables,18,1
2024-08-08,Decathlon,Furniture,Tables,23,2
2024-08-09,Decathlon,Furniture,Tables,16,1
2024-08-10,Decathlon,Furniture,Tables,41,4
2024-08-11,Decathlon,Furniture,Tables,40,4
2024-08-12,Decathlon,Furniture,Tables,19,1
2024-08-13,Decathlon,Furniture,Tables,18,1
2024-08-14,Decathlon,Furniture,Tables,20,2
2024-08-15,Decathlon,Furniture,Tables,20,2
2024-08-16,Decathlon,Furniture,Tables,25,2
2024-08-17,Decathlon,Furniture,Tables,37,3
2024-08-18,Decathlon,Furniture,Tables,32,3
2024-08-19,Decathlon,Furniture,Tables,23,2
2024-08-20,Decathlon,Furniture,Tables,16,1
2024-08-21,Decathlon,Furniture,Tables,18,1
2024-08-22,Decathlon,Furniture,Tables,23,2
2024-08-23,Decathlon,Furniture,Tables,20,2
2024-08-24,Decathlon,Furniture,Tables,37,3
2024-08-25,Decathlon,Furniture,Tables,36,3
2024-08-26,Decathlon,Furniture,Tables,25,2
2024-08-27,Decathlon,Furniture,Tables,23,2
2024-08-28,Decathlon,Furniture,Tables,26,2
2024-08-29,Decathlon,Furniture,Tables,16,1
2024-08-30,Decathlon,Furniture,Tables,19,1
2024-08-31,Decathlon,Furniture,Tables,38,3
2024-09-01,Decathlon,Furniture,Tables,41,4
2024-09-02,Decathlon,Furniture,Tables,26,2
2024-09-03,Decathlon,Furniture,Tables,17,1
2024-09-04,Decathlon,Furniture,Tables,17,1
2024-09-05,Decathlon,Furniture,Tables,25,2
2024-09-06,Decathlon,Furniture,Tables,23,2
2024-09-07,Decathlon,Furniture,Tables,40,4
2024-09-08,Decathlon,Furniture,Tables,31,3
2024-09-09,Decathlon,Furniture,Tables,24,2
2024-09-10,Decathlon,Furniture,Tables,26,2
2024-09-11,Decathlon,Furniture,Tables,21,2
2024-09-12,Decathlon,Furniture,Tables,26,2
2024-09-13,Decathlon,Furniture,Tables,20,2
2024-09-14,Decathlon,Furniture,Tables,32,3
2024-09-15,Decathlon,Furniture,Tables,31,3
2024-09-16,Decathlon,Furniture,Tables,21,2
2024-09-17,Decathlon,Furniture,Tables,16,1
2024-09-18,Decathlon,Furniture,Tables,25,2
2024-09-19,Decathlon,Furniture,Tables,22,2
2024-09-20,Decathlon,Furniture,Tables,19,1
2024-09-21,Decathlon,Furniture,Tables,31,3
2024-09-22,Decathlon,Furniture,Tables,31,3
2024-09-23,Decathlon,Furniture,Tables,25,2
2024-09-24,Decathlon,Furniture,Tables,25,2
2024-09-25,Decathlon,Furniture,Tables,18,1
2024-09-26,Decathlon,Furniture,Tables,17,1
2024-09-27,Decathlon,Furniture,Tables,17,1
2024-09-28,Decathlon,Furniture,Tables,32,3
2024-09-29,Decathlon,Furniture,Tables,40,4
2024-09-30,Decathlon,Furniture,Tables,26,2
2024-10-01,Decathlon,Furniture,Tables,22,2
2024-10-02,Decathlon,Furniture,Tables,23,2
2024-10-03,Decathlon,Furniture,Tables,19,1
2024-10-04,Decathlon,Furniture,Tables,26,2
2024-10-05,Decathlon,Furniture,Tables,32,3
2024-10-06,Decathlon,Furniture,Tables,36,3
2024-10-07,Decathlon,Furniture,Tables,21,2
2024-10-08,Decathlon,Furniture,Tables,24,2
2024-10-09,Decathlon,Furniture,Tables,26,2
2024-10-10,Decathlon,Furniture,Tables,18,1
2024-10-11,Decathlon,Furniture,Tables,23,2
2024-10-12,Decathlon,Furniture,Tables,35,3
2024-10-13,Decathlon,Furniture,Tables,38,3
2024-10-14,Decathlon,Furniture,Tables,20,2
2024-10-15,Decathlon,Furniture,Tables,19,1
2024-10-16,Decathlon,Furniture,Tables,18,1
2024-10-17,Decathlon,Furniture,Tables,25,2
2024-10-18,Decathlon,Furniture,Tables,26,2
2024-10-19,Decathlon,Furniture,Tables,32,3
2024-10-20,Decathlon,Furniture,Tables,35,3
2024-10-21,Decathlon,Furniture,Tables,18,1
2024-10-22,Decathlon,Furniture,Tables,24,2
2024-10-23,Decathlon,Furniture,Tables,25,2
2024-10-24,Decathlon,Furniture,Tables,26,2
2024-10-25,Decathlon,Furniture,Tables,24,2
2024-10-26,Decathlon,Furniture,Tables,37,3
2024-10-27,Decathlon,Furniture,Tables,36,3
2024-10-28,Decathlon,Furniture,Tables,21,2
2024-10-29,Decathlon,Furniture,Tables,18,1
2024-10-30,Decathlon,Furniture,Tables,21,2
2024-10-31,Decathlon,Furniture,Tables,21,2
2024-11-01,Decathlon,Furniture,Tables,49,4
2024-11-02,Decathlon,Furniture,Tables,71,7
2024-11-03,Decathlon,Furniture,Tables,68,6
2024-11-04,Decathlon,Furniture,Tables,49,4
2024-11-05,Decathlon,Furniture,Tables,56,5
2024-11-06,Decathlon,Furniture,Tables,54,5
2024-11-07,Decathlon,Furniture,Tables,49,4
2024-11-08,Decathlon,Furniture,Tables,46,4
2024-11-09,Decathlon,Furniture,Tables,66,6
2024-11-10,Decathlon,Furniture,Tables,63,6
2024-11-11,Decathlon,Furniture,Tables,47,4
2024-11-12,Decathlon,Furniture,Tables,52,5
2024-11-13,Decathlon,Furniture,Tables,49,4
2024-11-14,Decathlon,Furniture,Tables,52,5
2024-11-15,Decathlon,Furniture,Tables,47,4
2024-11-16,Decathlon,Furniture,Tables,67,6
2024-11-17,Decathlon,Furniture,Tables,65,6
2024-11-18,Decathlon,Furniture,Tables,48,4
2024-11-19,Decathlon,Furniture,Tables,47,4
2024-11-20,Decathlon,Furniture,Tables,48,4
2024-11-21,Decathlon,Furniture,Tables,46,4
2024-11-22,Decathlon,Furniture,Tables,56,5
2024-11-23,Decathlon,Furniture,Tables,64,6
2024-11-24,Decathlon,Furniture,Tables,68,6
2024-11-25,Decathlon,Furniture,Tables,49,4
2024-11-26,Decathlon,Furniture,Tables,48,4
2024-11-27,Decathlon,Furniture,Tables,48,4
2024-11-28,Decathlon,Furniture,Tables,55,5
2024-11-29,Decathlon,Furniture,Tables,48,4
2024-11-30,Decathlon,Furniture,Tables,63,6
2024-12-01,Decathlon,Furniture,Tables,69,6
2024-12-02,Decathlon,Furniture,Tables,53,5
2024-12-03,Decathlon,Furniture,Tables,47,4
2024-12-04,Decathlon,Furniture,Tables,48,4
2024-12-05,Decathlon,Furniture,Tables,51,5
2024-12-06,Decathlon,Furniture,Tables,54,5
2024-12-07,Decathlon,Furniture,Tables,66,6
2024-12-08,Decathlon,Furniture,Tables,71,7
2024-12-09,Decathlon,Furniture,Tables,53,5
2024-12-10,Decathlon,Furniture,Tables,56,5
2024-12-11,Decathlon,Furniture,Tables,46,4
2024-12-12,Decathlon,Furniture,Tables,48,4
2024-12-13,Decathlon,Furniture,Tables,48,4
2024-12-14,Decathlon,Furniture,Tables,69,6
2024-12-15,Decathlon,Furniture,Tables,70,7
2024-12-16,Decathlon,Furniture,Tables,54,5
2024-12-17,Decathlon,Furniture,Tables,48,4
2024-12-18,Decathlon,Furniture,Tables,49,4
2024-12-19,Decathlon,Furniture,Tables,56,5
2024-12-20,Decathlon,Furniture,Tables,50,5
2024-12-21,Decathlon,Furniture,Tables,68,6
2024-12-22,Decathlon,Furniture,Tables,62,6
2024-12-23,Decathlon,Furniture,Tables,55,5
2024-12-24,Decathlon,Furniture,Tables,53,5
2024-12-25,Decathlon,Furniture,Tables,52,5
2024-12-26,Decathlon,Furniture,Tables,47,4
2024-12-27,Decathlon,Furniture,Tables,51,5
2024-12-28,Decathlon,Furniture,Tables,70,7
2024-12-29,Decathlon,Furniture,Tables,64,6
2024-12-30,Decathlon,Furniture,Tables,49,4
2024-12-31,Decathlon,Furniture,Tables,55,5
2025-01-01,Decathlon,Furniture,Tables,18,1
2025-01-02,Decathlon,Furniture,Tables,19,1
2025-01-03,Decathlon,Furniture,Tables,22,2
2025-01-04,Decathlon,Furniture,Tables,36,3
2025-01-05,Decathlon,Furniture,Tables,38,3
2025-01-06,Decathlon,Furniture,Tables,26,2
2025-01-07,Decathlon,Furniture,Tables,26,2
2025-01-08,Decathlon,Furniture,Tables,21,2
2025-01-09,Decathlon,Furniture,Tables,19,1
2025-01-10,Decathlon,Furniture,Tables,25,2
2025-01-11,Decathlon,Furniture,Tables,39,3
2025-01-12,Decathlon,Furniture,Tables,41,4
2025-01-13,Decathlon,Furniture,Tables,16,1
2025-01-14,Decathlon,Furniture,Tables,20,2
2025-01-15,Decathlon,Furniture,Tables,21,2
2025-01-16,Decathlon,Furniture,Tables,26,2
2025-01-17,Decathlon,Furniture,Tables,26,2
2025-01-18,Decathlon,Furniture,Tables,35,3
2025-01-19,Decathlon,Furniture,Tables,31,3
2025-01-20,Decathlon,Furniture,Tables,18,1
2025-01-21,Decathlon,Furniture,Tables,18,1
2025-01-22,Decathlon,Furniture,Tables,24,2
2025-01-23,Decathlon,Furniture,Tables,26,2
2025-01-24,Decathlon,Furniture,Tables,22,2
2025-01-25,Decathlon,Furniture,Tables,32,3
2025-01-26,Decathlon,Furniture,Tables,33,3
2025-01-27,Decathlon,Furniture,Tables,16,1
2025-01-28,Decathlon,Furniture,Tables,19,1
2025-01-29,Decathlon,Furniture,Tables,22,2
2025-01-30,Decathlon,Furniture,Tables,18,1
2025-01-31,Decathlon,Furniture,Tables,20,2
2025-02-01,Decathlon,Furniture,Tables,31,3
2025-02-02,Decathlon,Furniture,Tables,36,3
2025-02-03,Decathlon,Furniture,Tables,23,2
2025-02-04,Decathlon,Furniture,Tables,18,1
2025-02-05,Decathlon,Furniture,Tables,25,2
2025-02-06,Decathlon,Furniture,Tables,21,2
2025-02-07,Decathlon,Furniture,Tables,25,2
2025-02-08,Decathlon,Furniture,Tables,40,4
2025-02-09,Decathlon,Furniture,Tables,37,3
2025-02-10,Decathlon,Furniture,Tables,18,1
2025-02-11,Decathlon,Furniture,Tables,19,1
2025-02-12,Decathlon,Furniture,Tables,17,1
2025-02-13,Decathlon,Furniture,Tables,17,1
2025-02-14,Decathlon,Furniture,Tables,20,2
2025-02-15,Decathlon,Furniture,Tables,40,4
2025-02-16,Decathlon,Furniture,Tables,37,3
2025-02-17,Decathlon,Furniture,Tables,26,2
2025-02-18,Decathlon,Furniture,Tables,24,2
2025-02-19,Decathlon,Furniture,Tables,20,2
2025-02-20,Decathlon,Furniture,Tables,22,2
2025-02-21,Decathlon,Furniture,Tables,16,1
2025-02-22,Decathlon,Furniture,Tables,37,3
2025-02-23,Decathlon,Furniture,Tables,40,4
2025-02-24,Decathlon,Furniture,Tables,20,2
2025-02-25,Decathlon,Furniture,Tables,25,2
2025-02-26,Decathlon,Furniture,Tables,25,2
2025-02-27,Decathlon,Furniture,Tables,24,2
2025-02-28,Decathlon,Furniture,Tables,23,2
2025-03-01,Decathlon,Furniture,Tables,39,3
2025-03-02,Decathlon,Furniture,Tables,38,3
2025-03-03,Decathlon,Furniture,Tables,17,1
2025-03-04,Decathlon,Furniture,Tables,22,2
2025-03-05,Decathlon,Furniture,Tables,21,2
2025-03-06,Decathlon,Furniture,Tables,16,1
2025-03-07,Decathlon,Furniture,Tables,23,2
2025-03-08,Decathlon,Furniture,Tables,38,3
2025-03-09,Decathlon,Furniture,Tables,31,3
2025-03-10,Decathlon,Furniture,Tables,18,1
2025-03-11,Decathlon,Furniture,Tables,24,2
2025-03-12,Decathlon,Furniture,Tables,23,2
2025-03-13,Decathlon,Furniture,Tables,19,1
2025-03-14,Decathlon,Furniture,Tables,25,2
2025-03-15,Decathlon,Furniture,Tables,32,3
2025-03-16,Decathlon,Furniture,Tables,31,3
2025-03-17,Decathlon,Furniture,Tables,17,1
2025-03-18,Decathlon,Furniture,Tables,19,1
2025-03-19,Decathlon,Furniture,Tables,22,2
2025-03-20,Decathlon,Furniture,Tables,21,2
2025-03-21,Decathlon,Furniture,Tables,25,2
2025-03-22,Decathlon,Furniture,Tables,33,3
2025-03-23,Decathlon,Furniture,Tables,34,3
2025-03-24,Decathlon,Furniture,Tables,23,2
2025-03-25,Decathlon,Furniture,Tables,19,1
2025-03-26,Decathlon,Furniture,Tables,26,2
2025-03-27,Decathlon,Furniture,Tables,18,1
2025-03-28,Decathlon,Furniture,Tables,26,2
2025-03-29,Decathlon,Furniture,Tables,35,3
2025-03-30,Decathlon,Furniture,Tables,41,4
2025-03-31,Decathlon,Furniture,Tables,16,1
2025-04-01,Decathlon,Furniture,Tables,25,2
2025-04-02,Decathlon,Furniture,Tables,20,2
2025-04-03,Decathlon,Furniture,Tables,26,2
2025-04-04,Decathlon,Furniture,Tables,18,1
2025-04-05,Decathlon,Furniture,Tables,41,4
2025-04-06,Decathlon,Furniture,Tables,39,3
2025-04-07,Decathlon,Furniture,Tables,24,2
2025-04-08,Decathlon,Furniture,Tables,21,2
2025-04-09,Decathlon,Furniture,Tables,24,2
2025-04-10,Decathlon,Furniture,Tables,26,2
2025-04-11,Decathlon,Furniture,Tables,19,1
2025-04-12,Decathlon,Furniture,Tables,36,3
2025-04-13,Decathlon,Furniture,Tables,31,3
2025-04-14,Decathlon,Furniture,Tables,18,1
2025-04-15,Decathlon,Furniture,Tables,22,2
2025-04-16,Decathlon,Furniture,Tables,17,1
2025-04-17,Decathlon,Furniture,Tables,26,2
2025-04-18,Decathlon,Furniture,Tables,19,1
2025-04-19,Decathlon,Furniture,Tables,39,3
2025-04-20,Decathlon,Furniture,Tables,38,3
2025-04-21,Decathlon,Furniture,Tables,24,2
2025-04-22,Decathlon,Furniture,Tables,23,2
2025-04-23,Decathlon,Furniture,Tables,24,2
2025-04-24,Decathlon,Furniture,Tables,17,1
2025-04-25,Decathlon,Furniture,Tables,24,2
2025-04-26,Decathlon,Furniture,Tables,41,4
2025-04-27,Decathlon,Furniture,Tables,35,3
2025-04-28,Decathlon,Furniture,Tables,18,1
2025-04-29,Decathlon,Furniture,Tables,24,2
2025-04-30,Decathlon,Furniture,Tables,17,1
2025-05-01,Decathlon,Furniture,Tables,19,1
2025-05-02,Decathlon,Furniture,Tables,25,2
2025-05-03,Decathlon,Furniture,Tables,31,3
2025-05-04,Decathlon,Furniture,Tables,35,3
2025-05-05,Decathlon,Furniture,Tables,24,2
2025-05-06,Decathlon,Furniture,Tables,24,2
2025-05-07,Decathlon,Furniture,Tables,25,2
2025-05-08,Decathlon,Furniture,Tables,22,2
2025-05-09,Decathlon,Furniture,Tables,17,1
2025-05-10,Decathlon,Furniture,Tables,32,3
2025-05-11,Decathlon,Furniture,Tables,41,4
2025-05-12,Decathlon,Furniture,Tables,16,1
2025-05-13,Decathlon,Furniture,Tables,18,1
2025-05-14,Decathlon,Furniture,Tables,18,1
2025-05-15,Decathlon,Furniture,Tables,23,2
2025-05-16,Decathlon,Furniture,Tables,19,1
2025-05-17,Decathlon,Furniture,Tables,39,3
2025-05-18,Decathlon,Furniture,Tables,32,3
2025-05-19,Decathlon,Furniture,Tables,23,2
2025-05-20,Decathlon,Furniture,Tables,23,2
2025-05-21,Decathlon,Furniture,Tables,21,2
2025-05-22,Decathlon,Furniture,Tables,23,2
2025-05-23,Decathlon,Furniture,Tables,24,2
2025-05-24,Decathlon,Furniture,Tables,34,3
2025-05-25,Decathlon,Furniture,Tables,32,3
2025-05-26,Decathlon,Furniture,Tables,20,2
2025-05-27,Decathlon,Furniture,Tables,22,2
2025-05-28,Decathlon,Furniture,Tables,25,2
2025-05-29,Decathlon,Furniture,Tables,19,1
2025-05-30,Decathlon,Furniture,Tables,17,1
2025-05-31,Decathlon,Furniture,Tables,39,3
2025-06-01,Decathlon,Furniture,Tables,36,3
2025-06-02,Decathlon,Furniture,Tables,16,1
2025-06-03,Decathlon,Furniture,Tables,19,1
2025-06-04,Decathlon,Furniture,Tables,16,1
2025-06-05,Decathlon,Furniture,Tables,20,2
2025-06-06,Decathlon,Furniture,Tables,26,2
2025-06-07,Decathlon,Furniture,Tables,34,3
2025-06-08,Decathlon,Furniture,Tables,38,3
2025-06-09,Decathlon,Furniture,Tables,17,1
2025-06-10,Decathlon,Furniture,Tables,20,2
2025-06-11,Decathlon,Furniture,Tables,20,2
2025-06-12,Decathlon,Furniture,Tables,20,2
